NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2499,c_rent2999,c_rent3499,c_rent3500,med_rent,med_hhinc,year,state_fips,county_fips,tract_fips,FIPS_11_digit
"Census Tract 1066.43, Los Angeles County, California",1336,192,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,105,0,0,46,2283.0,151875.0,2018,06,037,106643,06037106643
"Census Tract 1091, Los Angeles County, California",777,195,178,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,17,13,55,16,16,44,0,7,0,1223.0,59792.0,2018,06,037,109100,06037109100
"Census Tract 1095, Los Angeles County, California",1030,445,445,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,11,93,115,160,50,8,0,0,1490.0,44118.0,2018,06,037,109500,06037109500
"Census Tract 1112.02, Los Angeles County, California",1657,512,424,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,54,61,173,50,38,40,0,1757.0,80521.0,2018,06,037,111202,06037111202
"Census Tract 1113.01, Los Angeles County, California",2689,1771,1713,0,0,0,0,0,0,0,0,0,0,12,0,0,16,0,11,39,481,275,561,212,92,0,14,1520.0,68456.0,2018,06,037,111301,06037111301
"Census Tract 1151.01, Los Angeles County, California",1616,112,112,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,12,32,42,0,8,2406.0,138750.0,2018,06,037,115101,06037115101
"Census Tract 1193.40, Los Angeles County, California",997,987,987,0,0,0,7,7,8,22,0,0,0,0,0,8,0,28,79,105,235,288,194,6,0,0,0,1244.0,29891.0,2018,06,037,119340,06037119340
"Census Tract 1204, Los Angeles County, California",2125,1453,1453,0,0,0,0,0,10,0,0,41,0,0,0,0,0,0,54,64,549,307,294,96,16,0,22,1257.0,51554.0,2018,06,037,120400,06037120400
"Census Tract 1232.03, Los Angeles County, California",1137,1014,1014,0,0,0,0,0,0,0,0,0,0,44,0,0,26,26,112,94,235,255,213,9,0,0,0,1218.0,39454.0,2018,06,037,123203,06037123203
"Census Tract 1236.02, Los Angeles County, California",1364,907,868,0,0,0,0,0,0,0,0,0,34,0,0,0,44,0,5,57,230,133,223,57,36,27,22,1370.0,55641.0,2018,06,037,123602,06037123602
"Census Tract 1244, Los Angeles County, California",1745,1086,1003,0,0,0,0,26,34,0,0,0,25,9,20,8,7,28,41,122,143,149,297,50,9,35,0,1315.0,75670.0,2018,06,037,124400,06037124400
"Census Tract 1274, Los Angeles County, California",1862,1384,1384,0,0,0,0,0,0,0,0,12,0,0,0,50,44,0,33,133,412,303,363,24,0,0,10,1257.0,48193.0,2018,06,037,127400,06037127400
"Census Tract 1285, Los Angeles County, California",2043,1273,1258,0,0,0,29,0,33,0,0,0,0,22,0,0,12,0,0,33,193,256,458,85,65,42,30,1556.0,64676.0,2018,06,037,128500,06037128500
"Census Tract 1318, Los Angeles County, California",1659,1000,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,75,50,265,218,131,104,76,26,0,1329.0,61758.0,2018,06,037,131800,06037131800
"Census Tract 1343.04, Los Angeles County, California",924,283,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,56,0,22,11,70,24,41,2521.0,73152.0,2018,06,037,134304,06037134304
"Census Tract 1343.06, Los Angeles County, California",1297,891,855,0,0,0,0,16,0,0,13,0,0,0,0,0,0,0,0,61,208,81,302,146,28,0,0,1580.0,73516.0,2018,06,037,134306,06037134306
"Census Tract 5074.01, Santa Clara County, California",1929,230,209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,17,86,79,3352.0,190104.0,2018,06,085,507401,06085507401
"Census Tract 5086.02, Santa Clara County, California",2141,1661,1654,13,0,0,17,78,30,7,0,9,23,6,9,0,13,14,34,11,33,36,230,363,228,210,290,2364.0,132235.0,2018,06,085,508602,06085508602
"Census Tract 5087.03, Santa Clara County, California",3151,1891,1891,0,0,0,20,0,56,0,0,0,0,0,0,0,0,0,70,0,16,138,341,341,554,203,152,2446.0,131182.0,2018,06,085,508703,06085508703
"Census Tract 5088, Santa Clara County, California",1463,997,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,21,107,158,292,298,9,64,2282.0,125568.0,2018,06,085,508800,06085508800
"Census Tract 5089, Santa Clara County, California",1685,973,954,0,0,0,0,0,12,8,0,0,0,0,0,0,8,0,16,24,18,77,443,135,134,51,28,1854.0,93828.0,2018,06,085,508900,06085508900
"Census Tract 5090, Santa Clara County, California",2557,1375,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,63,184,585,162,132,78,104,1824.0,81422.0,2018,06,085,509000,06085509000
"Census Tract 5091.07, Santa Clara County, California",1986,1946,1919,0,10,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,91,17,483,891,292,52,65,2191.0,122778.0,2018,06,085,509107,06085509107
"Census Tract 5093.03, Santa Clara County, California",1741,1183,1155,0,0,0,9,0,17,0,12,8,0,0,7,56,50,0,25,54,161,56,181,118,127,165,109,1838.0,92014.0,2018,06,085,509303,06085509303
"Census Tract 5101, Santa Clara County, California",1044,84,63,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,56,3501.0,166625.0,2018,06,085,510100,06085510100
"Census Tract 5119.10, Santa Clara County, California",1061,121,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,98,3501.0,184107.0,2018,06,085,511910,06085511910
"Census Tract 5119.11, Santa Clara County, California",1862,445,437,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,139,114,36,35,80,24,0,1405.0,124500.0,2018,06,085,511911,06085511911
"Census Tract 5125.05, Santa Clara County, California",2313,1060,989,0,0,0,0,0,0,14,15,0,0,34,0,0,0,31,0,0,132,64,384,248,48,19,0,1766.0,96065.0,2018,06,085,512505,06085512505
"Census Tract 5126.02, Santa Clara County, California",732,309,242,0,0,0,0,0,0,0,0,0,0,0,28,0,0,10,9,20,35,37,59,28,16,0,0,1378.0,90192.0,2018,06,085,512602,06085512602
"Census Tract 5079.06, Santa Clara County, California",1393,141,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,8,86,3501.0,190057.0,2018,06,085,507906,06085507906
"Census Tract 5068.04, Santa Clara County, California",1277,186,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,8,20,40,24,84,3313.0,157417.0,2018,06,085,506804,06085506804
"Census Tract 5073.01, Santa Clara County, California",2499,560,533,0,0,0,99,102,0,0,12,87,14,0,34,0,0,0,0,0,11,0,31,73,25,0,45,481.0,167860.0,2018,06,085,507301,06085507301
"Census Tract 5079.03, Santa Clara County, California",1596,231,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,32,10,143,3501.0,170741.0,2018,06,085,507903,06085507903
"Census Tract 5081.02, Santa Clara County, California",1301,682,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,73,204,82,133,162,2750.0,154976.0,2018,06,085,508102,06085508102
"Census Tract 5084.01, Santa Clara County, California",2443,867,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,241,217,99,164,2657.0,169656.0,2018,06,085,508401,06085508401
"Census Tract 5084.03, Santa Clara County, California",1048,218,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,36,0,67,26,57,2910.0,173611.0,2018,06,085,508403,06085508403
"Census Tract 5085.03, Santa Clara County, California",2548,1746,1689,0,0,0,0,0,19,0,0,0,20,0,0,19,0,0,0,0,0,54,533,600,220,147,77,2166.0,143289.0,2018,06,085,508503,06085508503
"Census Tract 5086.01, Santa Clara County, California",1364,511,464,0,0,0,0,0,0,27,0,0,0,0,9,0,0,0,0,0,8,87,73,46,45,85,84,2304.0,156200.0,2018,06,085,508601,06085508601
"Census Tract 5091.02, Santa Clara County, California",2243,1426,1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,0,0,414,636,272,64,2708.0,165983.0,2018,06,085,509102,06085509102
"Census Tract 5091.05, Santa Clara County, California",3048,1917,1910,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,14,18,152,631,385,435,236,2631.0,129554.0,2018,06,085,509105,06085509105
"Census Tract 5092.01, Santa Clara County, California",2537,1503,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,30,0,101,596,494,109,154,2506.0,124803.0,2018,06,085,509201,06085509201
"Census Tract 5100.02, Santa Clara County, California",1263,183,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,43,12,40,41,2958.0,213875.0,2018,06,085,510002,06085510002
"Census Tract 5105, Santa Clara County, California",1662,323,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,47,17,19,64,128,3320.0,198125.0,2018,06,085,510500,06085510500
"Census Tract 5109, Santa Clara County, California",2041,876,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,16,152,193,111,87,273,2649.0,136458.0,2018,06,085,510900,06085510900
"Census Tract 1150, Marin County, California",2781,366,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,117,140,31,14,34,2129.0,143291.0,2018,06,041,115000,06041115000
"Census Tract 1041.01, Marin County, California",3195,922,875,0,0,0,13,0,0,20,0,19,0,0,0,0,0,0,17,0,12,105,161,407,66,27,28,2111.0,92344.0,2018,06,041,104101,06041104101
"Census Tract 1241, Marin County, California",2244,720,707,0,0,0,0,15,0,0,41,66,0,0,0,0,0,0,0,0,33,0,81,67,160,228,16,2658.0,158487.0,2018,06,041,124100,06041124100
"Census Tract 45.03, Ventura County, California",1094,559,559,0,8,17,0,0,0,7,0,19,22,23,35,0,0,18,0,18,56,125,148,29,13,21,0,1363.0,55167.0,2018,06,111,004503,06111004503
"Census Tract 51, Ventura County, California",1094,399,324,0,0,0,8,0,13,0,0,6,5,0,0,0,0,0,16,6,103,44,52,25,21,16,9,1278.0,101944.0,2018,06,111,005100,06111005100
"Census Tract 52.02, Ventura County, California",1106,368,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,49,161,42,31,0,0,1741.0,92361.0,2018,06,111,005202,06111005202
"Census Tract 63.01, San Bernardino County, California",1472,930,921,7,0,6,22,87,7,8,0,6,18,0,32,0,34,29,66,89,202,134,110,57,7,0,0,1061.0,35000.0,2018,06,071,006301,06071006301
"Census Tract 64.01, San Bernardino County, California",792,458,445,12,4,21,3,16,50,18,19,25,0,24,5,13,33,10,15,63,25,21,63,5,0,0,0,719.0,26429.0,2018,06,071,006401,06071006401
"Census Tract 80.01, San Bernardino County, California",2081,573,511,0,0,0,0,0,15,26,8,0,5,9,0,0,0,7,0,15,98,141,113,53,14,7,0,1379.0,77074.0,2018,06,071,008001,06071008001
"Census Tract 84.04, San Bernardino County, California",1069,963,955,11,0,0,0,9,23,15,17,24,0,10,10,15,23,2,128,82,307,208,64,7,0,0,0,1088.0,31869.0,2018,06,071,008404,06071008404
"Census Tract 89.01, San Bernardino County, California",883,388,314,12,14,7,6,4,24,0,15,0,59,27,30,14,8,7,62,22,0,3,0,0,0,0,0,580.0,34821.0,2018,06,071,008901,06071008901
"Census Tract 93, San Bernardino County, California",431,159,159,0,0,0,0,0,0,0,10,10,7,16,11,23,0,0,0,52,19,0,0,0,0,0,11,905.0,42344.0,2018,06,071,009300,06071009300
"Census Tract 100.21, San Bernardino County, California",2125,531,531,0,0,0,0,0,0,0,0,0,0,0,16,29,0,0,56,17,45,271,97,0,0,0,0,1345.0,65319.0,2018,06,071,010021,06071010021
"Census Tract 117, San Bernardino County, California",459,239,208,0,0,0,0,0,16,6,3,0,4,9,7,0,23,4,16,25,56,24,0,13,2,0,0,964.0,34301.0,2018,06,071,011700,06071011700
"Census Tract 71.04, San Bernardino County, California",1469,255,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,11,16,11,68,55,10,0,0,1684.0,71127.0,2018,06,071,007104,06071007104
"Census Tract 71.05, San Bernardino County, California",1179,517,517,0,0,10,0,26,19,0,0,0,0,24,0,0,0,0,58,14,49,163,154,0,0,0,0,1340.0,60331.0,2018,06,071,007105,06071007105
"Census Tract 8.08, San Bernardino County, California",1871,477,431,8,0,0,0,14,0,0,0,7,7,10,0,25,0,0,0,37,77,69,122,55,0,0,0,1361.0,70659.0,2018,06,071,000808,06071000808
"Census Tract 14, San Bernardino County, California",1293,1164,1158,0,0,0,7,46,47,0,8,48,19,8,7,44,32,0,160,172,151,181,212,11,5,0,0,989.0,33549.0,2018,06,071,001400,06071001400
"Census Tract 22.04, San Bernardino County, California",1551,679,604,0,0,0,0,0,0,0,0,0,0,9,0,0,25,28,81,0,78,129,233,21,0,0,0,1407.0,54313.0,2018,06,071,002204,06071002204
"Census Tract 3.04, San Bernardino County, California",1634,591,591,0,0,0,0,0,0,9,0,0,12,0,26,0,0,23,52,89,143,40,112,57,28,0,0,1148.0,61667.0,2018,06,071,000304,06071000304
"Census Tract 85, San Bernardino County, California",3001,310,267,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,32,112,109,0,0,2391.0,119929.0,2018,06,071,008500,06071008500
"Census Tract 80.02, San Bernardino County, California",2348,1475,1373,0,0,40,19,0,0,0,31,0,0,26,44,0,95,4,86,327,337,147,217,0,0,0,0,1011.0,33093.0,2018,06,071,008002,06071008002
"Census Tract 84.03, San Bernardino County, California",2088,425,395,0,0,0,0,0,14,0,0,0,0,0,0,16,0,0,0,53,95,56,115,46,0,0,0,1337.0,99698.0,2018,06,071,008403,06071008403
"Census Tract 87.06, San Bernardino County, California",4614,834,723,0,0,0,0,0,0,0,0,0,0,0,26,95,25,0,0,49,86,85,64,258,35,0,0,1487.0,87107.0,2018,06,071,008706,06071008706
"Census Tract 410.04, Riverside County, California",1348,710,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,54,203,222,166,33,0,0,0,1324.0,61300.0,2018,06,065,041004,06065041004
"Census Tract 412.01, Riverside County, California",1242,638,627,18,0,0,0,52,30,45,20,12,0,0,0,0,0,0,39,53,148,99,55,56,0,0,0,1075.0,44286.0,2018,06,065,041201,06065041201
"Census Tract 414.06, Riverside County, California",1799,1216,1197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,270,349,441,81,28,0,0,1465.0,63465.0,2018,06,065,041406,06065041406
"Census Tract 308, Riverside County, California",2394,739,739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,97,244,160,118,104,0,0,0,1270.0,67354.0,2018,06,065,030800,06065030800
"Census Tract 418.09, Riverside County, California",2172,984,965,0,0,0,16,0,18,0,0,29,0,21,12,0,0,12,0,0,288,351,183,35,0,0,0,1312.0,60417.0,2018,06,065,041809,06065041809
"Census Tract 419.06, Riverside County, California",2027,778,760,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,18,114,315,253,34,0,0,0,1426.0,52917.0,2018,06,065,041906,06065041906
"Census Tract 303, Riverside County, California",1598,1444,1444,0,8,14,10,65,0,12,41,22,32,31,8,129,28,61,212,139,269,137,139,81,6,0,0,935.0,30436.0,2018,06,065,030300,06065030300
"Census Tract 311, Riverside County, California",1600,691,684,0,0,0,0,0,9,0,0,10,0,0,0,2,0,9,62,46,200,72,226,48,0,0,0,1264.0,63784.0,2018,06,065,031100,06065031100
"Census Tract 403.01, Riverside County, California",1915,868,853,0,0,15,43,0,0,17,15,10,116,0,66,102,0,72,16,80,96,93,65,47,0,0,0,780.0,35458.0,2018,06,065,040301,06065040301
"Census Tract 406.05, Riverside County, California",711,312,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,31,8,120,79,44,0,0,0,0,1181.0,58977.0,2018,06,065,040605,06065040605
"Census Tract 409.01, Riverside County, California",2156,1266,1238,0,0,0,0,0,0,0,0,0,0,14,0,0,0,49,14,0,81,156,751,125,0,48,0,1703.0,77373.0,2018,06,065,040901,06065040901
"Census Tract 414.04, Riverside County, California",926,150,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,57,55,0,0,0,1925.0,80000.0,2018,06,065,041404,06065041404
"Census Tract 414.05, Riverside County, California",1269,447,418,0,0,0,0,0,0,0,0,0,0,0,0,29,9,0,0,28,0,104,217,31,0,0,0,1590.0,68839.0,2018,06,065,041405,06065041405
"Census Tract 302, Riverside County, California",1764,941,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,97,99,318,167,159,10,0,0,0,1151.0,74273.0,2018,06,065,030200,06065030200
"Census Tract 306.01, Riverside County, California",1816,92,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,24,7,2401.0,148667.0,2018,06,065,030601,06065030601
"Census Tract 444.03, Riverside County, California",1496,521,452,0,0,0,0,0,0,34,0,0,0,12,0,24,50,51,100,1,64,47,67,2,0,0,0,855.0,45781.0,2018,06,065,044403,06065044403
"Census Tract 449.15, Riverside County, California",1981,1601,1577,0,0,0,39,64,84,18,37,11,20,0,11,10,10,9,8,143,638,328,147,0,0,0,0,1127.0,33533.0,2018,06,065,044915,06065044915
"Census Tract 451.03, Riverside County, California",1804,684,653,0,0,0,0,0,0,33,11,21,0,0,24,43,10,45,61,32,239,101,12,0,10,0,11,1049.0,48036.0,2018,06,065,045103,06065045103
"Census Tract 445.10, Riverside County, California",1986,1524,1524,0,0,0,0,0,30,0,17,0,15,33,52,98,131,148,206,224,326,148,96,0,0,0,0,914.0,31786.0,2018,06,065,044510,06065044510
"Census Tract 443, Riverside County, California",1316,572,528,0,0,23,0,0,0,0,0,0,0,23,0,35,53,0,71,31,62,166,64,0,0,0,0,1113.0,43561.0,2018,06,065,044300,06065044300
"Census Tract 450, Riverside County, California",1467,709,688,0,0,0,0,46,23,9,39,40,48,12,0,39,0,91,57,18,7,83,158,18,0,0,0,798.0,40121.0,2018,06,065,045000,06065045000
"Census Tract 451.08, Riverside County, California",2470,1552,1520,0,0,0,0,17,43,15,40,35,35,0,0,45,30,14,95,244,299,157,306,58,34,28,25,1123.0,45244.0,2018,06,065,045108,06065045108
"Census Tract 2352.02, Los Angeles County, California",1954,1295,1266,23,0,0,8,0,17,33,0,14,8,41,14,69,51,32,137,129,316,153,172,49,0,0,0,1045.0,31403.0,2018,06,037,235202,06037235202
"Census Tract 2376, Los Angeles County, California",1190,875,839,0,0,0,14,66,12,14,23,26,47,0,30,0,0,0,66,110,186,73,131,41,0,0,0,1015.0,32438.0,2018,06,037,237600,06037237600
"Census Tract 2378, Los Angeles County, California",1366,535,492,0,0,0,0,0,57,36,0,54,15,0,0,41,0,0,25,35,72,78,52,0,27,0,0,951.0,46042.0,2018,06,037,237800,06037237800
"Census Tract 2393.10, Los Angeles County, California",1004,694,655,0,0,0,0,0,0,0,0,0,0,5,43,0,21,32,48,106,200,84,107,9,0,0,0,1091.0,39479.0,2018,06,037,239310,06037239310
"Census Tract 2393.20, Los Angeles County, California",844,540,526,0,0,0,0,6,0,0,0,10,0,0,0,12,22,27,26,42,126,101,64,78,12,0,0,1234.0,42203.0,2018,06,037,239320,06037239320
"Census Tract 2403, Los Angeles County, California",1634,1369,1359,0,0,0,38,98,21,76,11,46,42,0,38,49,27,58,108,47,234,206,121,139,0,0,0,1022.0,24368.0,2018,06,037,240300,06037240300
"Census Tract 2167, Los Angeles County, California",1623,1036,1036,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,16,144,183,383,192,67,25,10,1708.0,69750.0,2018,06,037,216700,06037216700
"Census Tract 2182.10, Los Angeles County, California",1173,900,889,0,0,0,0,0,73,0,10,0,18,5,0,14,0,0,34,46,302,226,85,69,0,7,0,1202.0,34485.0,2018,06,037,218210,06037218210
"Census Tract 2186, Los Angeles County, California",1084,656,644,0,19,17,0,0,0,0,0,0,0,0,40,9,16,0,109,31,150,58,145,29,21,0,0,1135.0,56167.0,2018,06,037,218600,06037218600
"Census Tract 2189, Los Angeles County, California",2042,1782,1773,0,0,0,0,7,39,19,7,12,0,22,8,26,38,99,124,64,504,420,337,47,0,0,0,1209.0,37500.0,2018,06,037,218900,06037218900
"Census Tract 2193, Los Angeles County, California",1441,1100,1091,0,0,0,25,0,18,0,0,0,11,0,19,42,0,106,27,183,305,150,175,30,0,0,0,1094.0,35432.0,2018,06,037,219300,06037219300
"Census Tract 2212.20, Los Angeles County, California",1028,879,879,0,0,0,9,0,0,0,8,0,10,0,19,9,34,53,128,148,178,112,97,41,33,0,0,1030.0,43000.0,2018,06,037,221220,06037221220
"Census Tract 2218.20, Los Angeles County, California",936,913,900,8,0,0,8,27,0,0,0,0,0,0,6,0,0,16,7,7,130,211,354,78,14,0,34,1542.0,13770.0,2018,06,037,221820,06037221820
"Census Tract 2240.10, Los Angeles County, California",1419,1409,1409,23,0,0,55,90,0,0,44,71,132,28,75,39,90,69,44,102,166,35,142,164,33,7,0,792.0,22054.0,2018,06,037,224010,06037224010
"Census Tract 2246, Los Angeles County, California",792,711,707,0,0,0,0,0,0,10,6,0,18,0,14,75,45,48,120,61,148,104,31,27,0,0,0,929.0,40600.0,2018,06,037,224600,06037224600
"Census Tract 2270.10, Los Angeles County, California",1124,873,852,0,0,24,0,0,0,19,28,0,0,21,0,0,40,0,36,22,369,152,119,22,0,0,0,1160.0,42269.0,2018,06,037,227010,06037227010
"Census Tract 2283.10, Los Angeles County, California",1052,823,823,6,10,6,8,12,6,0,0,10,10,26,0,15,5,48,77,58,275,128,88,18,17,0,0,1104.0,42183.0,2018,06,037,228310,06037228310
"Census Tract 2288, Los Angeles County, California",1245,859,844,0,23,0,0,42,0,26,40,25,33,0,19,19,14,35,56,69,172,163,41,34,33,0,0,1031.0,38969.0,2018,06,037,228800,06037228800
"Census Tract 2294.10, Los Angeles County, California",798,618,612,0,0,0,0,0,0,0,0,0,11,0,15,29,30,9,60,42,142,234,40,0,0,0,0,1194.0,30227.0,2018,06,037,229410,06037229410
"Census Tract 2319, Los Angeles County, California",1489,1102,1063,0,0,0,0,55,6,24,0,0,0,20,11,73,73,19,81,289,172,97,84,40,19,0,0,959.0,29982.0,2018,06,037,231900,06037231900
"Census Tract 2321.20, Los Angeles County, California",1389,1140,1123,16,0,15,0,16,0,24,14,0,0,0,8,14,56,60,49,101,307,274,108,37,24,0,0,1154.0,36858.0,2018,06,037,232120,06037232120
"Census Tract 2328, Los Angeles County, California",965,666,641,0,0,6,0,0,0,26,6,0,10,0,15,12,0,10,60,97,145,60,132,40,22,0,0,1135.0,33413.0,2018,06,037,232800,06037232800
"Census Tract 2346, Los Angeles County, California",1685,564,564,36,0,0,0,0,67,0,11,0,0,0,38,14,12,17,57,89,78,25,82,38,0,0,0,934.0,53542.0,2018,06,037,234600,06037234600
"Census Tract 2379, Los Angeles County, California",1371,450,418,0,0,8,0,0,0,0,0,0,0,0,0,0,11,0,45,22,63,140,72,57,0,0,0,1357.0,57298.0,2018,06,037,237900,06037237900
"Census Tract 9200.26, Los Angeles County, California",92,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,1625.0,81250.0,2018,06,037,920026,06037920026
"Census Tract 1958.02, Los Angeles County, California",926,713,694,0,0,0,0,0,0,0,0,6,0,0,0,0,29,0,41,86,162,133,172,31,10,24,0,1293.0,58981.0,2018,06,037,195802,06037195802
"Census Tract 9200.35, Los Angeles County, California",2207,561,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,102,134,256,0,11,0,1950.0,79890.0,2018,06,037,920035,06037920035
"Census Tract 7009.01, Los Angeles County, California",1530,845,766,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,38,53,279,93,88,149,37,1971.0,84500.0,2018,06,037,700901,06037700901
"Census Tract 7011, Los Angeles County, California",64,47,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,16,12,3,0,0,0,0,1203.0,,2018,06,037,701100,06037701100
"Census Tract 1911.20, Los Angeles County, California",1579,1443,1407,0,0,0,0,50,24,5,0,4,9,23,27,0,8,32,153,134,420,239,224,44,11,0,0,1140.0,38204.0,2018,06,037,191120,06037191120
"Census Tract 1914.10, Los Angeles County, California",1662,1631,1617,0,0,0,0,41,47,12,11,8,0,0,49,36,95,75,172,137,580,154,130,33,18,9,10,1054.0,31822.0,2018,06,037,191410,06037191410
"Census Tract 1954, Los Angeles County, California",2243,1443,1443,0,0,0,0,0,13,42,0,0,0,0,0,0,11,0,76,67,194,327,158,283,142,104,26,1494.0,89668.0,2018,06,037,195400,06037195400
"Census Tract 1977, Los Angeles County, California",1999,1694,1659,0,0,0,0,0,0,0,22,18,53,16,10,47,42,29,111,119,322,134,368,189,135,44,0,1326.0,44719.0,2018,06,037,197700,06037197700
"Census Tract 1990, Los Angeles County, California",1619,1168,1139,0,0,0,0,11,12,6,27,29,0,0,9,21,46,53,75,103,326,207,140,35,39,0,0,1136.0,54572.0,2018,06,037,199000,06037199000
"Census Tract 1993, Los Angeles County, California",1278,604,566,0,0,0,0,0,0,0,0,0,0,54,0,0,0,27,55,65,31,154,88,84,8,0,0,1333.0,65417.0,2018,06,037,199300,06037199300
"Census Tract 1997, Los Angeles County, California",1094,847,772,0,0,0,0,0,0,20,0,0,0,0,27,0,19,0,40,58,290,71,154,36,57,0,0,1191.0,36442.0,2018,06,037,199700,06037199700
"Census Tract 4825.02, Los Angeles County, California",878,496,479,0,0,0,0,3,0,8,0,0,21,16,3,4,19,18,26,5,133,134,71,7,11,0,0,1219.0,48448.0,2018,06,037,482502,06037482502
"Census Tract 5013, Los Angeles County, California",2414,1110,1091,38,0,0,0,0,0,0,0,35,17,0,0,0,0,12,36,44,200,331,235,105,38,0,0,1373.0,73068.0,2018,06,037,501300,06037501300
"Census Tract 5017, Los Angeles County, California",1201,397,377,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,15,42,175,64,29,16,0,17,1411.0,94153.0,2018,06,037,501700,06037501700
"Census Tract 1348, Los Angeles County, California",1852,494,472,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,121,64,48,87,102,19,23,1948.0,80109.0,2018,06,037,134800,06037134800
"Census Tract 1106, Santa Cruz County, California",2398,1265,1265,0,14,12,35,0,0,0,19,33,23,78,60,44,0,124,39,138,262,227,28,79,22,28,0,1013.0,51365.0,2018,06,087,110600,06087110600
"Census Tract 1210, Santa Cruz County, California",1349,314,284,0,10,0,0,0,0,0,0,0,0,0,4,0,0,11,2,11,24,11,55,77,21,28,30,2091.0,149438.0,2018,06,087,121000,06087121000
"Census Tract 1213, Santa Cruz County, California",1709,691,681,27,0,0,11,12,0,0,41,0,17,0,0,0,0,0,11,24,76,0,55,266,91,12,38,2125.0,80572.0,2018,06,087,121300,06087121300
"Census Tract 1103, Santa Cruz County, California",1838,1554,1539,18,0,28,0,34,32,39,44,12,42,20,53,21,52,30,44,90,235,286,391,54,14,0,0,1224.0,46773.0,2018,06,087,110300,06087110300
"Census Tract 1222.03, Santa Cruz County, California",1617,577,566,0,0,10,0,30,0,18,0,15,16,0,19,0,0,29,8,0,0,21,136,116,120,20,8,1930.0,99917.0,2018,06,087,122203,06087122203
"Census Tract 1216, Santa Cruz County, California",2770,1109,1056,0,0,0,21,0,0,0,0,0,0,0,0,0,36,0,0,177,114,329,143,174,44,18,0,1387.0,71303.0,2018,06,087,121600,06087121600
