NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2499,c_rent2999,c_rent3499,c_rent3500,med_rent,med_hhinc,year,state_fips,county_fips,tract_fips,FIPS_11_digit
"Census Tract 303.02, El Dorado County, California",1198,708,693,0,0,0,0,36,30,0,10,0,0,0,0,0,0,60,88,84,183,66,136,0,0,0,0,1053.0,36346.0,2018,06,017,030302,06017030302
"Census Tract 1.05, Del Norte County, California",2535,946,909,0,0,0,0,0,0,0,0,0,17,62,0,14,24,54,174,111,216,144,69,24,0,0,0,999.0,57019.0,2018,06,015,000105,06015000105
"Census Tract 9900, Del Norte County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2018,06,015,990000,06015990000
"Census Tract 303.01, El Dorado County, California",970,548,533,0,0,0,0,0,0,0,0,0,0,0,9,51,12,34,24,82,99,71,124,27,0,0,0,1138.0,51648.0,2018,06,017,030301,06017030301
"Census Tract 305.04, El Dorado County, California",922,174,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,26,109,11,0,0,0,1651.0,79792.0,2018,06,017,030504,06017030504
"Census Tract 305.05, El Dorado County, California",894,216,216,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,27,11,34,119,9,0,0,0,1584.0,68302.0,2018,06,017,030505,06017030505
"Census Tract 307.06, El Dorado County, California",2234,367,354,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,16,0,91,166,0,54,12,0,1666.0,121429.0,2018,06,017,030706,06017030706
"Census Tract 307.09, El Dorado County, California",1612,107,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,19,6,0,0,1883.0,144479.0,2018,06,017,030709,06017030709
"Census Tract 55.22, Fresno County, California",1408,337,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,135,92,11,78,0,2098.0,125484.0,2018,06,019,005522,06019005522
"Census Tract 55.24, Fresno County, California",1588,343,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,93,98,97,27,0,0,1806.0,136286.0,2018,06,019,005524,06019005524
"Census Tract 55.25, Fresno County, California",389,61,58,0,0,0,0,0,0,0,0,0,0,26,13,0,0,0,0,0,0,8,0,11,0,0,0,612.0,112120.0,2018,06,019,005525,06019005525
"Census Tract 56.07, Fresno County, California",1935,1682,1646,12,0,0,0,29,0,11,0,0,0,0,0,27,30,120,199,291,743,114,43,0,27,0,0,1035.0,40728.0,2018,06,019,005607,06019005607
"Census Tract 56.08, Fresno County, California",1369,667,625,0,0,0,0,0,0,9,0,41,24,16,7,26,33,0,107,53,189,66,54,0,0,0,0,993.0,41821.0,2018,06,019,005608,06019005608
"Census Tract 58.04, Fresno County, California",2078,683,683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,55,181,197,188,0,0,0,0,1305.0,62561.0,2018,06,019,005804,06019005804
"Census Tract 58.05, Fresno County, California",1627,106,106,0,0,0,0,0,0,0,0,0,0,11,12,0,0,0,0,0,0,15,46,22,0,0,0,1663.0,93125.0,2018,06,019,005805,06019005805
"Census Tract 59.05, Fresno County, California",2515,248,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,19,50,48,0,0,0,1635.0,120137.0,2018,06,019,005905,06019005905
"Census Tract 59.06, Fresno County, California",768,215,191,6,0,0,0,7,0,6,6,5,0,0,0,5,0,18,7,11,93,0,20,7,0,0,0,1066.0,85263.0,2018,06,019,005906,06019005906
"Census Tract 59.07, Fresno County, California",1003,317,307,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,14,13,179,71,15,0,0,1811.0,91793.0,2018,06,019,005907,06019005907
"Census Tract 59.09, Fresno County, California",2165,296,253,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,27,113,93,11,0,0,1900.0,111908.0,2018,06,019,005909,06019005909
"Census Tract 59.11, Fresno County, California",1710,223,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,67,100,9,0,0,2033.0,97763.0,2018,06,019,005911,06019005911
"Census Tract 59.12, Fresno County, California",1672,149,98,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,18,10,14,36,0,0,2036.0,99167.0,2018,06,019,005912,06019005912
"Census Tract 62.01, Fresno County, California",680,371,350,0,0,0,11,0,50,5,0,0,31,18,13,24,25,40,29,5,82,4,13,0,0,0,0,746.0,29536.0,2018,06,019,006201,06019006201
"Census Tract 62.02, Fresno County, California",1694,888,863,0,0,0,0,0,0,0,36,5,48,23,0,79,25,58,134,123,147,97,72,16,0,0,0,919.0,44587.0,2018,06,019,006202,06019006202
"Census Tract 64.04, Fresno County, California",1771,244,190,0,0,0,0,0,0,10,0,14,0,0,9,24,0,0,39,0,56,38,0,0,0,0,0,897.0,102431.0,2018,06,019,006404,06019006404
"Census Tract 64.05, Fresno County, California",1954,297,182,0,0,0,0,0,0,0,0,0,0,10,0,0,19,0,0,7,25,40,17,38,0,0,26,1438.0,72500.0,2018,06,019,006405,06019006405
"Census Tract 65.01, Fresno County, California",1574,970,952,0,23,0,0,77,0,29,0,9,15,43,72,61,73,104,204,124,74,36,8,0,0,0,0,786.0,27528.0,2018,06,019,006501,06019006501
"Census Tract 65.02, Fresno County, California",1230,727,708,0,9,0,0,38,58,15,0,56,39,16,115,31,80,31,15,113,60,12,0,20,0,0,0,663.0,25038.0,2018,06,019,006502,06019006502
"Census Tract 66.03, Fresno County, California",663,335,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,66,154,28,22,0,0,0,0,1063.0,47109.0,2018,06,019,006603,06019006603
"Census Tract 66.04, Fresno County, California",1945,904,895,0,0,0,21,0,0,7,0,61,0,0,0,18,74,8,132,109,245,130,62,24,4,0,0,1018.0,40326.0,2018,06,019,006604,06019006604
"Census Tract 78.01, Fresno County, California",673,381,354,0,0,5,21,10,0,0,40,20,0,0,33,72,10,0,0,29,96,0,18,0,0,0,0,683.0,41082.0,2018,06,019,007801,06019007801
"Census Tract 78.02, Fresno County, California",1380,1147,1078,4,0,19,36,102,33,9,89,73,100,26,40,92,43,76,124,97,65,26,24,0,0,0,0,654.0,21732.0,2018,06,019,007802,06019007802
"Census Tract 2091.04, Los Angeles County, California",966,966,945,0,0,10,0,24,50,48,34,25,0,0,42,26,59,74,124,89,151,135,54,0,0,0,0,865.0,24455.0,2018,06,037,209104,06037209104
"Census Tract 13.10, San Bernardino County, California",1607,514,514,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,59,153,114,148,24,0,0,0,1314.0,67026.0,2018,06,071,001310,06071001310
"Census Tract 13.11, San Bernardino County, California",1009,274,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,40,5,16,145,38,0,14,2226.0,84421.0,2018,06,071,001311,06071001311
"Census Tract 13.12, San Bernardino County, California",1442,490,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13,255,195,0,0,0,1909.0,62231.0,2018,06,071,001312,06071001312
"Census Tract 15.01, San Bernardino County, California",1015,629,610,0,0,0,0,0,0,0,12,0,0,0,11,0,0,0,37,84,159,150,79,66,12,0,0,1253.0,50281.0,2018,06,071,001501,06071001501
"Census Tract 15.03, San Bernardino County, California",996,695,655,0,0,0,0,0,0,0,8,0,0,0,0,10,10,0,26,38,258,177,128,0,0,0,0,1228.0,42331.0,2018,06,071,001503,06071001503
"Census Tract 15.04, San Bernardino County, California",1857,1448,1428,0,0,11,11,62,13,21,10,11,20,10,0,0,10,16,45,11,253,353,319,202,50,0,0,1399.0,46202.0,2018,06,071,001504,06071001504
"Census Tract 17.04, San Bernardino County, California",1373,560,560,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,177,108,169,99,0,0,0,1472.0,75110.0,2018,06,071,001704,06071001704
"Census Tract 17.06, San Bernardino County, California",1921,1218,1178,0,0,0,0,7,0,0,0,0,0,0,7,0,0,67,57,38,219,235,486,62,0,0,0,1456.0,58254.0,2018,06,071,001706,06071001706
"Census Tract 17.07, San Bernardino County, California",1516,435,435,0,0,12,12,0,0,0,0,0,0,0,0,25,0,0,9,0,126,28,101,86,36,0,0,1527.0,71591.0,2018,06,071,001707,06071001707
"Census Tract 18.04, San Bernardino County, California",1507,347,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,15,176,102,14,0,0,1847.0,85625.0,2018,06,071,001804,06071001804
"Census Tract 18.06, San Bernardino County, California",1307,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,11,98,0,0,0,2130.0,89336.0,2018,06,071,001806,06071001806
"Census Tract 18.12, San Bernardino County, California",1115,816,816,0,28,0,33,21,0,0,9,0,0,0,0,0,0,0,110,55,212,192,156,0,0,0,0,1179.0,43089.0,2018,06,071,001812,06071001812
"Census Tract 18.08, San Bernardino County, California",1205,475,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62,157,95,95,35,23,0,1555.0,78958.0,2018,06,071,001808,06071001808
"Census Tract 18.09, San Bernardino County, California",1203,299,290,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,55,8,193,9,0,0,0,1648.0,72438.0,2018,06,071,001809,06071001809
"Census Tract 18.10, San Bernardino County, California",1250,521,514,0,0,0,0,0,0,0,0,16,0,0,0,0,0,19,0,27,41,123,246,42,0,0,0,1563.0,62672.0,2018,06,071,001810,06071001810
"Census Tract 18.13, San Bernardino County, California",1254,642,632,0,0,0,0,0,0,0,15,5,0,0,0,11,0,17,18,47,155,159,180,25,0,0,0,1325.0,63618.0,2018,06,071,001813,06071001813
"Census Tract 19.01, San Bernardino County, California",1392,166,156,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,49,9,16,55,17,0,0,1813.0,98250.0,2018,06,071,001901,06071001901
"Census Tract 19.03, San Bernardino County, California",2802,1206,1120,0,0,0,0,0,0,0,0,0,0,56,0,0,17,0,0,0,115,203,287,274,155,13,0,1794.0,95115.0,2018,06,071,001903,06071001903
"Census Tract 19.05, San Bernardino County, California",1816,623,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,107,221,149,59,6,0,1796.0,101346.0,2018,06,071,001905,06071001905
"Census Tract 19.06, San Bernardino County, California",2669,988,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,184,553,152,0,8,0,1717.0,83394.0,2018,06,071,001906,06071001906
"Census Tract 20.11, San Bernardino County, California",1224,62,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,21,12,0,2655.0,126700.0,2018,06,071,002011,06071002011
"Census Tract 20.13, San Bernardino County, California",1622,583,583,0,0,0,0,0,16,0,0,0,0,21,0,7,0,0,14,77,149,75,156,46,22,0,0,1275.0,83947.0,2018,06,071,002013,06071002013
"Census Tract 20.14, San Bernardino County, California",1532,56,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,1375.0,111100.0,2018,06,071,002014,06071002014
"Census Tract 20.15, San Bernardino County, California",1539,438,408,0,0,0,0,0,10,8,0,0,0,0,0,13,0,0,0,35,68,59,94,91,9,21,0,1559.0,71359.0,2018,06,071,002015,06071002015
"Census Tract 20.16, San Bernardino County, California",1162,356,356,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,42,0,8,20,144,114,21,0,0,1851.0,73448.0,2018,06,071,002016,06071002016
"Census Tract 20.17, San Bernardino County, California",1754,96,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,69,9,9,2783.0,134050.0,2018,06,071,002017,06071002017
"Census Tract 20.18, San Bernardino County, California",1598,344,344,0,0,0,0,0,16,9,0,13,0,0,0,0,0,0,12,0,10,10,116,31,111,16,0,1940.0,94911.0,2018,06,071,002018,06071002018
"Census Tract 20.19, San Bernardino County, California",1684,809,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,88,173,372,147,19,0,0,1679.0,78214.0,2018,06,071,002019,06071002019
"Census Tract 20.21, San Bernardino County, California",1593,263,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,134,3,20,0,2095.0,118869.0,2018,06,071,002021,06071002021
"Census Tract 20.22, San Bernardino County, California",3567,286,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,73,121,61,3161.0,153565.0,2018,06,071,002022,06071002022
"Census Tract 20.23, San Bernardino County, California",2252,1431,1415,0,0,0,0,0,17,62,0,16,30,45,0,0,0,0,20,58,190,359,295,235,77,0,11,1438.0,63469.0,2018,06,071,002023,06071002023
"Census Tract 426.20, Riverside County, California",2987,621,621,0,0,0,0,0,0,0,21,0,28,0,0,0,0,16,0,51,0,64,306,135,0,0,0,1713.0,71263.0,2018,06,065,042620,06065042620
"Census Tract 426.21, Riverside County, California",1701,443,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75,95,136,122,0,7,0,1660.0,76141.0,2018,06,065,042621,06065042621
"Census Tract 426.22, Riverside County, California",1270,608,598,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,66,168,188,152,11,0,0,1638.0,63611.0,2018,06,065,042622,06065042622
"Census Tract 426.23, Riverside County, California",1217,377,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,98,131,123,0,0,0,1775.0,83244.0,2018,06,065,042623,06065042623
"Census Tract 426.24, Riverside County, California",1016,189,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,42,27,58,0,0,0,1494.0,93308.0,2018,06,065,042624,06065042624
"Census Tract 427.24, Riverside County, California",1000,270,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,100,101,13,0,0,1933.0,95245.0,2018,06,065,042724,06065042724
"Census Tract 427.26, Riverside County, California",2359,288,288,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,0,18,10,29,98,86,0,9,0,1750.0,101120.0,2018,06,065,042726,06065042726
"Census Tract 427.28, Riverside County, California",657,88,84,0,0,0,0,0,0,0,5,0,0,14,0,5,0,0,5,0,5,5,36,9,0,0,0,1542.0,66250.0,2018,06,065,042728,06065042728
"Census Tract 427.29, Riverside County, California",3958,1127,1101,0,0,12,0,12,12,0,0,0,0,0,0,0,0,24,37,50,184,161,480,90,39,0,0,1561.0,55630.0,2018,06,065,042729,06065042729
"Census Tract 427.30, Riverside County, California",1404,457,432,0,0,0,0,0,0,0,0,0,12,8,0,0,0,20,0,53,181,11,115,32,0,0,0,1170.0,53158.0,2018,06,065,042730,06065042730
"Census Tract 427.31, Riverside County, California",1942,304,226,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,43,29,12,44,53,38,0,0,1750.0,69551.0,2018,06,065,042731,06065042731
"Census Tract 427.32, Riverside County, California",1682,156,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,66,28,11,0,0,1739.0,80893.0,2018,06,065,042732,06065042732
"Census Tract 2111.21, Los Angeles County, California",820,786,756,0,0,0,0,19,0,0,0,5,0,0,6,0,0,5,27,60,133,201,232,59,9,0,0,1403.0,53750.0,2018,06,037,211121,06037211121
"Census Tract 2111.22, Los Angeles County, California",1234,1206,1184,0,0,0,0,0,0,21,21,0,20,42,0,51,10,23,90,30,224,110,334,135,67,0,6,1386.0,47278.0,2018,06,037,211122,06037211122
"Census Tract 2112.01, Los Angeles County, California",862,807,799,0,0,0,0,0,0,0,0,0,0,0,14,5,6,19,78,66,208,220,127,50,6,0,0,1254.0,42383.0,2018,06,037,211201,06037211201
"Census Tract 2112.02, Los Angeles County, California",895,847,841,0,0,0,0,0,0,9,0,0,17,24,14,15,13,13,78,182,293,74,66,37,6,0,0,1047.0,40378.0,2018,06,037,211202,06037211202
"Census Tract 2117.03, Los Angeles County, California",2052,1861,1829,0,0,0,0,0,33,31,0,0,0,18,0,23,58,77,117,86,392,482,448,60,0,4,0,1291.0,50498.0,2018,06,037,211703,06037211703
"Census Tract 2117.04, Los Angeles County, California",1576,1399,1373,0,0,0,0,66,27,0,0,47,9,20,11,0,17,36,38,144,267,257,280,119,22,0,13,1254.0,37172.0,2018,06,037,211704,06037211704
"Census Tract 2118.03, Los Angeles County, California",1474,1348,1340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,45,320,481,284,173,9,0,10,1399.0,50115.0,2018,06,037,211803,06037211803
"Census Tract 2118.04, Los Angeles County, California",1292,1200,1200,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,62,80,342,381,244,68,0,0,0,1311.0,39469.0,2018,06,037,211804,06037211804
"Census Tract 2119.21, Los Angeles County, California",1041,1023,1023,0,0,0,0,0,0,22,0,0,0,0,25,25,8,0,71,87,315,219,217,0,0,34,0,1217.0,33407.0,2018,06,037,211921,06037211921
"Census Tract 2119.22, Los Angeles County, California",1318,1302,1277,0,0,0,0,0,0,0,16,0,0,0,0,16,8,45,110,74,385,130,348,129,16,0,0,1240.0,47778.0,2018,06,037,211922,06037211922
"Census Tract 449.31, Riverside County, California",606,93,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,24,18,5,0,0,1510.0,46842.0,2018,06,065,044931,06065044931
"Census Tract 2121.01, Los Angeles County, California",1426,1322,1298,0,0,0,0,0,0,0,0,0,0,0,0,19,10,38,55,121,206,207,423,182,17,20,0,1492.0,52652.0,2018,06,037,212101,06037212101
"Census Tract 2121.02, Los Angeles County, California",1160,1150,1141,0,0,0,19,82,0,55,0,0,28,11,8,90,0,22,67,100,239,253,138,29,0,0,0,1093.0,27333.0,2018,06,037,212102,06037212102
"Census Tract 449.30, Riverside County, California",1321,614,605,8,0,0,0,0,0,0,0,0,0,0,0,56,38,19,6,109,124,103,96,35,0,11,0,1134.0,62043.0,2018,06,065,044930,06065044930
"Census Tract 449.32, Riverside County, California",1086,338,330,11,0,0,0,0,0,11,0,0,0,11,35,0,11,24,44,0,9,20,68,69,17,0,0,1363.0,66750.0,2018,06,065,044932,06065044932
"Census Tract 451.14, Riverside County, California",1036,218,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,33,67,21,0,9,1856.0,81750.0,2018,06,065,045114,06065045114
"Census Tract 451.15, Riverside County, California",914,77,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,22,6,10,5,2284.0,97188.0,2018,06,065,045115,06065045115
"Census Tract 451.16, Riverside County, California",770,348,342,6,0,0,0,0,0,0,0,0,0,0,0,0,7,0,17,91,149,13,51,8,0,0,0,1084.0,56897.0,2018,06,065,045116,06065045116
"Census Tract 451.17, Riverside County, California",1879,930,908,0,0,0,0,48,0,10,0,0,0,0,20,31,16,0,43,85,285,202,137,15,16,0,0,1176.0,51250.0,2018,06,065,045117,06065045117
"Census Tract 451.18, Riverside County, California",1200,636,636,0,0,10,15,21,0,19,14,39,40,0,24,30,31,26,44,67,140,27,41,37,11,0,0,907.0,35849.0,2018,06,065,045118,06065045118
"Census Tract 451.19, Riverside County, California",1048,278,278,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,50,96,69,52,0,0,0,1453.0,68438.0,2018,06,065,045119,06065045119
"Census Tract 451.20, Riverside County, California",1570,772,772,0,0,0,0,0,0,0,0,0,9,39,0,0,9,0,41,12,106,264,203,53,15,11,10,1411.0,52279.0,2018,06,065,045120,06065045120
"Census Tract 451.21, Riverside County, California",2782,817,801,0,0,0,36,143,0,40,0,38,0,61,21,24,46,0,161,0,30,52,65,41,0,43,0,741.0,74519.0,2018,06,065,045121,06065045121
"Census Tract 451.22, Riverside County, California",756,181,175,0,0,0,0,0,0,0,0,0,0,6,6,63,6,0,36,8,31,13,0,0,6,0,0,818.0,95395.0,2018,06,065,045122,06065045122
"Census Tract 451.23, Riverside County, California",1045,117,95,0,10,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,12,24,22,0,11,0,0,1349.0,98750.0,2018,06,065,045123,06065045123
"Census Tract 62.03, San Bernardino County, California",1604,1193,1181,0,14,0,0,0,0,0,20,0,27,0,0,20,39,45,137,205,366,158,121,29,0,0,0,1057.0,33272.0,2018,06,071,006203,06071006203
"Census Tract 62.04, San Bernardino County, California",1374,1223,1223,0,0,0,0,0,15,0,0,24,7,13,38,93,52,88,264,261,270,49,49,0,0,0,0,907.0,31754.0,2018,06,071,006204,06071006204
"Census Tract 66.01, San Bernardino County, California",1374,607,570,0,0,9,0,0,0,0,0,0,0,21,26,0,38,0,50,67,121,134,92,12,0,0,0,1153.0,51781.0,2018,06,071,006601,06071006601
"Census Tract 66.03, San Bernardino County, California",1529,381,358,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,65,108,21,110,44,0,0,0,1241.0,69250.0,2018,06,071,006603,06071006603
"Census Tract 307.10, El Dorado County, California",1765,137,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,27,21,39,27,0,2564.0,147847.0,2018,06,017,030710,06017030710
"Census Tract 308.07, El Dorado County, California",1381,266,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,27,58,48,33,33,22,0,0,1281.0,100117.0,2018,06,017,030807,06017030807
"Census Tract 308.08, El Dorado County, California",2329,421,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,40,12,158,64,52,0,12,1804.0,95250.0,2018,06,017,030808,06017030808
"Census Tract 308.09, El Dorado County, California",892,199,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,6,52,22,43,15,25,0,0,1398.0,78417.0,2018,06,017,030809,06017030809
"Census Tract 308.10, El Dorado County, California",1401,600,600,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,51,126,162,89,107,46,7,0,0,1171.0,61680.0,2018,06,017,030810,06017030810
"Census Tract 316, El Dorado County, California",1360,1119,1055,0,0,0,0,0,0,0,0,0,0,51,51,39,47,127,256,103,189,82,94,16,0,0,0,883.0,39884.0,2018,06,017,031600,06017031600
"Census Tract 317, El Dorado County, California",934,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,16,6,3031.0,161154.0,2018,06,017,031700,06017031700
"Census Tract 318, El Dorado County, California",2079,228,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,0,0,30,61,27,45,2803.0,158701.0,2018,06,017,031800,06017031800
"Census Tract 319, El Dorado County, California",36,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,70000.0,2018,06,017,031900,06017031900
"Census Tract 320, El Dorado County, California",328,88,81,0,0,0,0,0,0,0,0,0,0,0,6,0,13,0,5,0,14,5,28,6,4,0,0,1375.0,74074.0,2018,06,017,032000,06017032000
"Census Tract 1436.04, Los Angeles County, California",2111,2018,1968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,156,845,453,273,130,9,1930.0,63275.0,2018,06,037,143604,06037143604
"Census Tract 1831.03, Los Angeles County, California",1462,1195,1173,0,0,0,0,17,0,0,16,0,0,6,9,8,7,24,26,48,319,256,298,139,0,0,0,1354.0,59076.0,2018,06,037,183103,06037183103
"Census Tract 1831.04, Los Angeles County, California",772,258,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,57,92,24,13,8,4,3,1318.0,76034.0,2018,06,037,183104,06037183104
"Census Tract 1832.21, Los Angeles County, California",1051,592,585,0,0,0,0,0,0,6,48,11,6,0,8,0,9,0,0,32,194,132,114,18,7,0,0,1222.0,62011.0,2018,06,037,183221,06037183221
"Census Tract 427.33, Riverside County, California",2751,272,272,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,0,0,9,63,89,57,39,0,0,1775.0,93779.0,2018,06,065,042733,06065042733
"Census Tract 427.37, Riverside County, California",676,145,145,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,35,15,9,51,13,17,0,2083.0,100625.0,2018,06,065,042737,06065042737
"Census Tract 427.38, Riverside County, California",2389,809,809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,176,435,111,18,11,0,1696.0,81758.0,2018,06,065,042738,06065042738
"Census Tract 427.39, Riverside County, California",1913,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,63,11,0,0,1973.0,109363.0,2018,06,065,042739,06065042739
"Census Tract 427.40, Riverside County, California",1069,173,154,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,15,54,14,57,0,0,0,0,1222.0,38926.0,2018,06,065,042740,06065042740
"Census Tract 427.41, Riverside County, California",1335,417,391,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,64,96,152,52,9,0,0,0,0,1029.0,29087.0,2018,06,065,042741,06065042741
"Census Tract 427.42, Riverside County, California",1269,262,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,148,55,18,10,0,1845.0,79980.0,2018,06,065,042742,06065042742
"Census Tract 427.43, Riverside County, California",870,100,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,18,41,3,0,0,2110.0,94605.0,2018,06,065,042743,06065042743
"Census Tract 427.44, Riverside County, California",1018,329,315,0,0,0,0,0,0,0,0,0,0,0,27,3,13,23,8,77,43,85,29,7,0,0,0,1038.0,74167.0,2018,06,065,042744,06065042744
"Census Tract 427.45, Riverside County, California",2066,476,406,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,17,47,60,247,25,0,0,0,1640.0,52324.0,2018,06,065,042745,06065042745
"Census Tract 430.07, Riverside County, California",2080,326,317,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,21,7,11,224,45,0,0,2247.0,96607.0,2018,06,065,043007,06065043007
"Census Tract 432.27, Riverside County, California",2184,798,772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,150,472,97,36,0,0,1732.0,84352.0,2018,06,065,043227,06065043227
"Census Tract 430.08, Riverside County, California",1892,629,622,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,11,38,62,366,102,9,0,0,1727.0,75833.0,2018,06,065,043008,06065043008
"Census Tract 430.09, Riverside County, California",1454,131,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,41,80,0,0,0,2091.0,100427.0,2018,06,065,043009,06065043009
