NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2000,med_rent,med_hhinc,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 2133.10, Los Angeles County, California",1142,1018,1018,0,0,0,0,6,0,0,18,0,15,17,79,28,36,109,108,126,260,119,64,33,974.0,33906.0,06,037,213310,2013,06037213310
"Census Tract 2133.20, Los Angeles County, California",921,892,877,35,0,13,34,83,23,16,33,0,5,5,5,25,56,61,154,75,148,49,22,35,829.0,24904.0,06,037,213320,2013,06037213320
"Census Tract 2134.01, Los Angeles County, California",1745,1706,1697,0,0,0,0,0,0,0,0,17,0,67,77,136,41,92,214,194,647,163,42,7,1004.0,36278.0,06,037,213401,2013,06037213401
"Census Tract 2134.02, Los Angeles County, California",1515,1438,1420,10,0,5,10,16,0,0,0,36,39,20,41,114,85,103,142,196,411,114,69,9,945.0,32316.0,06,037,213402,2013,06037213402
"Census Tract 2140, Los Angeles County, California",1389,599,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,14,20,96,130,273,1963.0,100446.0,06,037,214000,2013,06037214000
"Census Tract 2141, Los Angeles County, California",1672,1077,1048,28,0,0,0,9,0,0,0,0,0,9,0,0,0,8,11,49,0,112,227,595,2001.0,105539.0,06,037,214100,2013,06037214100
"Census Tract 2144, Los Angeles County, California",1641,1572,1550,0,0,0,0,0,0,0,0,0,0,4,0,47,7,8,7,8,212,278,462,517,1721.0,69301.0,06,037,214400,2013,06037214400
"Census Tract 2145.01, Los Angeles County, California",1525,1485,1442,0,0,0,17,0,0,0,36,0,0,0,13,0,0,0,0,0,37,41,386,912,2001.0,90089.0,06,037,214501,2013,06037214501
"Census Tract 2145.02, Los Angeles County, California",2479,2479,2466,0,0,0,0,0,0,0,37,0,0,0,0,0,0,11,0,0,53,218,1006,1141,1954.0,52031.0,06,037,214502,2013,06037214502
"Census Tract 2145.03, Los Angeles County, California",1522,1522,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,111,739,654,1928.0,74007.0,06,037,214503,2013,06037214503
"Census Tract 2146, Los Angeles County, California",1310,982,955,0,0,0,0,16,0,0,0,8,8,0,0,0,0,7,47,52,120,134,242,321,1677.0,77679.0,06,037,214600,2013,06037214600
"Census Tract 2147, Los Angeles County, California",1223,639,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,50,68,78,102,244,1630.0,91089.0,06,037,214700,2013,06037214700
"Census Tract 2148, Los Angeles County, California",1352,967,937,0,0,15,0,0,0,0,10,8,0,8,19,0,0,0,0,58,99,139,217,364,1759.0,99830.0,06,037,214800,2013,06037214800
"Census Tract 2149.01, Los Angeles County, California",2038,1556,1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14,188,194,497,617,1854.0,55278.0,06,037,214901,2013,06037214901
"Census Tract 2149.02, Los Angeles County, California",1519,1249,1237,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,7,5,181,249,515,261,1653.0,56089.0,06,037,214902,2013,06037214902
"Census Tract 2151.01, Los Angeles County, California",1542,1512,1490,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,59,292,263,198,372,280,1383.0,51288.0,06,037,215101,2013,06037215101
"Census Tract 2151.02, Los Angeles County, California",2033,2033,2033,0,0,0,12,14,0,0,0,14,0,0,0,0,14,14,8,227,388,387,668,287,1460.0,69922.0,06,037,215102,2013,06037215102
"Census Tract 2161, Los Angeles County, California",986,426,354,0,0,0,0,0,0,0,0,0,0,6,0,10,27,0,43,23,30,0,106,109,1679.0,86667.0,06,037,216100,2013,06037216100
"Census Tract 2162, Los Angeles County, California",2556,1949,1944,0,0,0,18,0,0,0,0,0,0,14,0,0,0,27,73,72,344,399,281,716,1544.0,72813.0,06,037,216200,2013,06037216200
"Census Tract 2163, Los Angeles County, California",2461,1598,1524,0,0,0,0,20,0,0,33,0,0,0,0,11,33,61,59,174,191,236,468,238,1441.0,64707.0,06,037,216300,2013,06037216300
"Census Tract 2164.01, Los Angeles County, California",2121,1822,1713,0,13,0,0,0,0,0,0,0,16,0,0,0,26,0,16,32,433,399,508,270,1451.0,57083.0,06,037,216401,2013,06037216401
"Census Tract 2164.02, Los Angeles County, California",1421,1238,1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,171,300,437,315,1656.0,60365.0,06,037,216402,2013,06037216402
"Census Tract 2167, Los Angeles County, California",1640,1011,990,0,0,0,0,0,0,0,0,0,0,0,0,7,9,19,45,28,251,239,234,158,1392.0,62333.0,06,037,216700,2013,06037216700
"Census Tract 2168, Los Angeles County, California",1533,968,948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,124,135,50,233,398,1837.0,85938.0,06,037,216800,2013,06037216800
"Census Tract 2169, Los Angeles County, California",2534,1289,1289,0,0,0,0,0,0,0,0,0,0,15,30,13,53,15,51,23,452,200,218,219,1246.0,66641.0,06,037,216900,2013,06037216900
"Census Tract 2170.01, Los Angeles County, California",1034,663,658,0,0,14,11,0,0,0,0,0,8,0,0,0,52,0,22,12,134,56,157,192,1564.0,71518.0,06,037,217001,2013,06037217001
"Census Tract 2170.02, Los Angeles County, California",2233,1621,1621,0,0,0,41,0,0,0,11,5,0,0,0,0,0,0,36,91,286,301,509,341,1539.0,59304.0,06,037,217002,2013,06037217002
"Census Tract 2171, Los Angeles County, California",2225,1654,1608,0,0,0,0,0,0,0,0,0,0,35,32,67,0,50,202,156,357,230,199,280,1183.0,57019.0,06,037,217100,2013,06037217100
"Census Tract 1047.03, Los Angeles County, California",511,268,263,5,0,0,0,0,0,0,5,0,0,0,0,0,0,26,29,0,48,137,13,0,1284.0,42061.0,06,037,104703,2013,06037104703
"Census Tract 1047.04, Los Angeles County, California",1114,469,469,0,0,0,0,0,0,0,0,0,26,0,23,0,3,17,8,0,103,137,85,67,1349.0,54464.0,06,037,104704,2013,06037104704
"Census Tract 1048.10, Los Angeles County, California",1035,440,428,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,119,127,121,50,1415.0,51208.0,06,037,104810,2013,06037104810
"Census Tract 1048.21, Los Angeles County, California",745,468,468,0,0,0,0,13,0,0,19,0,22,0,31,0,0,0,10,61,78,157,67,10,1250.0,47516.0,06,037,104821,2013,06037104821
"Census Tract 1048.22, Los Angeles County, California",517,356,356,0,0,10,11,21,0,5,0,0,6,0,2,21,0,0,8,10,19,110,80,53,1398.0,34928.0,06,037,104822,2013,06037104822
"Census Tract 1060.10, Los Angeles County, California",861,160,160,0,0,0,0,0,11,0,0,0,0,0,0,0,0,5,0,0,27,32,60,25,1542.0,75313.0,06,037,106010,2013,06037106010
"Census Tract 1060.20, Los Angeles County, California",1346,196,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,9,34,8,111,2001.0,85242.0,06,037,106020,2013,06037106020
"Census Tract 1061.11, Los Angeles County, California",1394,181,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,70,39,1793.0,81413.0,06,037,106111,2013,06037106111
"Census Tract 1061.12, Los Angeles County, California",1483,189,177,0,0,0,0,0,0,0,0,0,11,0,0,6,0,0,0,50,18,0,9,83,1694.0,70938.0,06,037,106112,2013,06037106112
"Census Tract 1061.13, Los Angeles County, California",921,122,94,0,0,0,0,0,0,5,0,0,0,0,5,0,24,0,0,0,15,11,0,34,1217.0,65417.0,06,037,106113,2013,06037106113
"Census Tract 1061.14, Los Angeles County, California",1515,877,824,0,0,0,0,13,7,0,0,0,14,10,0,0,0,36,72,112,269,142,101,48,1138.0,41758.0,06,037,106114,2013,06037106114
"Census Tract 1064.03, Los Angeles County, California",697,103,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,53,2001.0,61528.0,06,037,106403,2013,06037106403
"Census Tract 1064.05, Los Angeles County, California",955,349,331,0,0,0,0,0,0,0,0,0,26,25,0,13,0,0,0,23,84,74,73,13,1234.0,52344.0,06,037,106405,2013,06037106405
"Census Tract 1064.06, Los Angeles County, California",1379,239,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,88,74,55,1564.0,67344.0,06,037,106406,2013,06037106406
"Census Tract 1064.07, Los Angeles County, California",760,499,489,0,11,11,6,6,0,10,0,9,0,29,16,0,0,11,38,64,62,91,101,24,1135.0,33194.0,06,037,106407,2013,06037106407
"Census Tract 1064.08, Los Angeles County, California",965,707,693,0,0,6,0,10,0,0,23,10,10,24,15,19,10,0,10,30,231,218,57,20,1194.0,41673.0,06,037,106408,2013,06037106408
"Census Tract 1065.10, Los Angeles County, California",1489,490,490,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,43,197,185,50,1487.0,74948.0,06,037,106510,2013,06037106510
"Census Tract 1065.20, Los Angeles County, California",1278,238,209,0,0,0,0,0,7,0,0,0,0,0,0,21,0,8,36,55,15,0,24,43,959.0,59274.0,06,037,106520,2013,06037106520
"Census Tract 1066.03, Los Angeles County, California",1005,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,109,2001.0,99625.0,06,037,106603,2013,06037106603
"Census Tract 1066.04, Los Angeles County, California",1157,693,693,0,0,0,10,0,0,13,0,0,0,0,0,13,44,0,0,109,189,119,76,120,1208.0,50481.0,06,037,106604,2013,06037106604
"Census Tract 1066.41, Los Angeles County, California",733,46,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2001.0,106133.0,06,037,106641,2013,06037106641
"Census Tract 1066.42, Los Angeles County, California",1117,87,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,59,2001.0,81719.0,06,037,106642,2013,06037106642
"Census Tract 1066.43, Los Angeles County, California",1310,43,32,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0,10,1385.0,137610.0,06,037,106643,2013,06037106643
"Census Tract 1066.45, Los Angeles County, California",1166,54,43,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,0,9,10,977.0,105000.0,06,037,106645,2013,06037106645
"Census Tract 1066.46, Los Angeles County, California",985,140,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,33,101,2001.0,82404.0,06,037,106646,2013,06037106646
"Census Tract 1066.48, Los Angeles County, California",955,504,504,0,0,0,0,0,0,0,10,0,21,10,18,19,7,18,103,98,82,31,6,81,947.0,35275.0,06,037,106648,2013,06037106648
"Census Tract 1066.49, Los Angeles County, California",666,100,70,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,10,49,4,1684.0,79483.0,06,037,106649,2013,06037106649
"Census Tract 1070.10, Los Angeles County, California",732,207,207,0,0,0,0,0,0,0,0,0,0,5,0,0,29,0,0,0,16,81,76,0,1415.0,65081.0,06,037,107010,2013,06037107010
"Census Tract 1070.20, Los Angeles County, California",1218,330,295,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,28,54,68,95,34,1432.0,55547.0,06,037,107020,2013,06037107020
"Census Tract 1081.01, Los Angeles County, California",800,89,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,2001.0,101029.0,06,037,108101,2013,06037108101
"Census Tract 1081.02, Los Angeles County, California",1250,239,190,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,0,0,17,158,2001.0,101518.0,06,037,108102,2013,06037108102
"Census Tract 1081.03, Los Angeles County, California",1062,114,114,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,10,91,2001.0,124576.0,06,037,108103,2013,06037108103
"Census Tract 1081.04, Los Angeles County, California",593,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0,108438.0,06,037,108104,2013,06037108104
"Census Tract 1082.01, Los Angeles County, California",1914,300,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,2001.0,90500.0,06,037,108201,2013,06037108201
"Census Tract 1082.02, Los Angeles County, California",1982,788,668,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,108,129,184,238,1739.0,114500.0,06,037,108202,2013,06037108202
"Census Tract 1091, Los Angeles County, California",690,121,114,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,5,28,3,0,24,23,975.0,48274.0,06,037,109100,2013,06037109100
"Census Tract 1092, Los Angeles County, California",923,216,208,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,13,112,74,1866.0,68910.0,06,037,109200,2013,06037109200
"Census Tract 1093, Los Angeles County, California",878,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,53,48,1929.0,74118.0,06,037,109300,2013,06037109300
"Census Tract 1094, Los Angeles County, California",1088,248,229,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,0,0,0,11,81,103,1929.0,55102.0,06,037,109400,2013,06037109400
"Census Tract 1095, Los Angeles County, California",1042,411,389,0,0,0,0,0,0,0,0,0,0,0,0,15,28,0,29,0,55,118,115,29,1393.0,54405.0,06,037,109500,2013,06037109500
"Census Tract 1096.01, Los Angeles County, California",1272,340,333,0,0,0,0,0,0,0,0,0,0,4,0,7,12,0,14,0,14,81,105,96,1664.0,67391.0,06,037,109601,2013,06037109601
"Census Tract 1096.03, Los Angeles County, California",1277,612,594,0,0,0,0,0,0,11,24,23,0,0,0,0,0,10,55,90,185,103,49,44,1114.0,55417.0,06,037,109603,2013,06037109603
"Census Tract 1096.04, Los Angeles County, California",934,231,225,0,0,0,0,0,0,0,0,0,0,0,7,0,40,42,49,5,31,7,16,28,848.0,71167.0,06,037,109604,2013,06037109604
"Census Tract 1097, Los Angeles County, California",1305,255,243,0,0,0,0,0,0,0,9,27,0,0,12,5,0,0,0,0,25,14,75,76,1697.0,74280.0,06,037,109700,2013,06037109700
"Census Tract 1098, Los Angeles County, California",1390,272,258,16,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,9,21,56,135,2001.0,79545.0,06,037,109800,2013,06037109800
"Census Tract 1111, Los Angeles County, California",964,261,240,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,11,0,42,38,55,81,1645.0,72321.0,06,037,111100,2013,06037111100
"Census Tract 1112.01, Los Angeles County, California",1049,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,50,2001.0,90034.0,06,037,111201,2013,06037111201
"Census Tract 1112.02, Los Angeles County, California",1820,700,690,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,0,10,206,72,163,222,1623.0,69643.0,06,037,111202,2013,06037111202
"Census Tract 1112.04, Los Angeles County, California",1906,187,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,150,2001.0,109889.0,06,037,111204,2013,06037111204
"Census Tract 1112.05, Los Angeles County, California",1305,558,558,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,43,18,254,230,1904.0,69469.0,06,037,111205,2013,06037111205
"Census Tract 1112.06, Los Angeles County, California",1443,250,203,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,69,3,18,100,1958.0,118479.0,06,037,111206,2013,06037111206
"Census Tract 1113.01, Los Angeles County, California",2687,1867,1855,0,0,0,0,0,0,0,0,36,0,45,0,0,0,33,114,27,456,393,473,278,1388.0,48812.0,06,037,111301,2013,06037111301
"Census Tract 1113.02, Los Angeles County, California",1775,933,920,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,32,92,249,261,143,112,1304.0,59081.0,06,037,111302,2013,06037111302
"Census Tract 1114, Los Angeles County, California",2781,1607,1607,0,30,0,109,0,9,0,0,0,17,0,18,13,0,164,71,93,342,250,304,187,1204.0,49531.0,06,037,111400,2013,06037111400
"Census Tract 1131.01, Los Angeles County, California",1155,103,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,12,36,1729.0,90286.0,06,037,113101,2013,06037113101
"Census Tract 1131.02, Los Angeles County, California",952,31,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2001.0,115294.0,06,037,113102,2013,06037113102
"Census Tract 1132.11, Los Angeles County, California",1568,213,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,10,157,2001.0,95489.0,06,037,113211,2013,06037113211
"Census Tract 1132.12, Los Angeles County, California",1068,456,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,80,80,98,163,1712.0,77344.0,06,037,113212,2013,06037113212
"Census Tract 1132.13, Los Angeles County, California",1656,488,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,184,64,95,97,1357.0,77523.0,06,037,113213,2013,06037113213
"Census Tract 1132.31, Los Angeles County, California",825,176,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,32,84,2001.0,83194.0,06,037,113231,2013,06037113231
"Census Tract 1132.32, Los Angeles County, California",1391,146,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,59,12,12,32,1212.0,96319.0,06,037,113232,2013,06037113232
"Census Tract 1132.33, Los Angeles County, California",2247,1526,1526,0,0,0,0,12,0,0,10,0,0,0,0,0,36,33,161,173,412,396,211,82,1205.0,43806.0,06,037,113233,2013,06037113233
"Census Tract 1132.34, Los Angeles County, California",1401,737,737,0,0,0,13,8,10,21,9,0,6,0,0,0,35,28,80,111,123,166,60,67,1097.0,37759.0,06,037,113234,2013,06037113234
"Census Tract 1132.35, Los Angeles County, California",678,224,220,0,0,0,0,0,0,0,0,37,0,23,0,10,0,0,0,16,7,36,43,48,1368.0,74412.0,06,037,113235,2013,06037113235
"Census Tract 1132.37, Los Angeles County, California",1407,526,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,74,96,176,1615.0,75898.0,06,037,113237,2013,06037113237
"Census Tract 1133.01, Los Angeles County, California",766,172,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,9,132,2001.0,96818.0,06,037,113301,2013,06037113301
"Census Tract 1133.03, Los Angeles County, California",1348,215,215,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,31,20,4,28,97,1813.0,89167.0,06,037,113303,2013,06037113303
"Census Tract 1133.21, Los Angeles County, California",2353,1672,1672,0,0,0,0,0,0,0,0,0,0,0,51,0,17,14,88,218,543,551,143,47,1206.0,54988.0,06,037,113321,2013,06037113321
"Census Tract 1133.22, Los Angeles County, California",1363,114,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,8,34,11,26,1449.0,84135.0,06,037,113322,2013,06037113322
"Census Tract 1134.01, Los Angeles County, California",1712,469,461,0,8,0,50,10,18,0,27,0,0,8,0,0,0,0,37,105,24,8,57,109,969.0,68316.0,06,037,113401,2013,06037113401
"Census Tract 1134.21, Los Angeles County, California",1897,1527,1527,0,0,0,8,26,13,0,7,0,28,26,0,0,79,11,63,117,324,275,497,53,1306.0,43016.0,06,037,113421,2013,06037113421
"Census Tract 1134.22, Los Angeles County, California",2098,1004,993,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,154,212,331,133,50,96,1086.0,59694.0,06,037,113422,2013,06037113422
"Census Tract 1151.01, Los Angeles County, California",1678,117,117,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,30,11,35,24,1507.0,111528.0,06,037,115101,2013,06037115101
"Census Tract 1151.03, Los Angeles County, California",55,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,25,1463.0,19519.0,06,037,115103,2013,06037115103
"Census Tract 1151.04, Los Angeles County, California",1794,1327,1311,0,0,0,9,0,0,0,0,0,0,11,0,97,28,76,117,41,264,271,221,176,1262.0,40417.0,06,037,115104,2013,06037115104
"Census Tract 1152.01, Los Angeles County, California",2764,2072,2058,0,0,0,0,27,36,0,0,0,18,0,0,0,0,0,37,209,697,360,443,231,1253.0,52169.0,06,037,115201,2013,06037115201
"Census Tract 1152.02, Los Angeles County, California",1806,1033,1033,0,0,0,0,0,0,0,0,0,27,0,9,11,0,22,40,125,301,94,243,161,1235.0,52917.0,06,037,115202,2013,06037115202
"Census Tract 1153.01, Los Angeles County, California",1617,653,653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,23,74,81,262,190,1740.0,63723.0,06,037,115301,2013,06037115301
"Census Tract 1153.02, Los Angeles County, California",974,635,619,4,0,0,0,10,0,14,0,0,0,0,0,0,11,22,19,75,208,169,62,25,1186.0,39432.0,06,037,115302,2013,06037115302
"Census Tract 1154.01, Los Angeles County, California",1953,1185,1177,0,0,0,0,0,0,31,19,25,0,0,0,0,0,37,149,141,250,299,201,25,1187.0,57250.0,06,037,115401,2013,06037115401
"Census Tract 1154.03, Los Angeles County, California",1030,785,769,0,0,0,0,6,5,0,0,0,0,0,0,0,26,23,85,99,207,157,102,59,1170.0,43227.0,06,037,115403,2013,06037115403
"Census Tract 1154.04, Los Angeles County, California",794,392,392,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,96,119,55,54,54,1181.0,37556.0,06,037,115404,2013,06037115404
"Census Tract 1171.01, Los Angeles County, California",1289,412,392,0,0,0,0,0,0,0,0,0,0,0,0,0,14,42,0,86,17,174,6,53,1303.0,79777.0,06,037,117101,2013,06037117101
"Census Tract 1171.02, Los Angeles County, California",796,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,17,41,3,17,1265.0,49915.0,06,037,117102,2013,06037117102
"Census Tract 1172.01, Los Angeles County, California",1139,836,825,0,0,0,13,0,62,0,0,0,0,0,0,0,10,48,37,127,337,118,46,27,1086.0,41645.0,06,037,117201,2013,06037117201
"Census Tract 1172.02, Los Angeles County, California",658,55,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,2001.0,91453.0,06,037,117202,2013,06037117202
"Census Tract 1173.01, Los Angeles County, California",1232,99,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,74,2001.0,93707.0,06,037,117301,2013,06037117301
"Census Tract 1173.02, Los Angeles County, California",1632,391,389,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,51,72,157,94,1680.0,76042.0,06,037,117302,2013,06037117302
"Census Tract 1173.03, Los Angeles County, California",1051,215,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,45,131,2001.0,65852.0,06,037,117303,2013,06037117303
"Census Tract 1174.04, Los Angeles County, California",1294,336,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,17,30,54,0,105,75,1590.0,72679.0,06,037,117404,2013,06037117404
"Census Tract 1174.05, Los Angeles County, California",826,791,776,0,0,0,7,0,0,0,0,0,6,0,7,55,18,22,106,119,233,160,43,0,1052.0,29531.0,06,037,117405,2013,06037117405
"Census Tract 1174.07, Los Angeles County, California",801,787,787,0,0,0,0,0,0,0,0,10,6,0,8,0,34,0,89,138,308,129,38,27,1088.0,28013.0,06,037,117407,2013,06037117407
"Census Tract 1174.08, Los Angeles County, California",892,721,709,0,0,0,0,0,0,0,0,0,0,21,11,34,37,30,130,142,125,128,32,19,964.0,28417.0,06,037,117408,2013,06037117408
"Census Tract 1175.10, Los Angeles County, California",1010,847,838,0,0,0,8,21,38,11,10,10,6,0,22,25,14,9,96,62,239,134,122,11,1091.0,32200.0,06,037,117510,2013,06037117510
"Census Tract 1175.20, Los Angeles County, California",896,685,671,0,0,0,19,16,0,0,0,0,12,17,0,8,11,52,94,83,165,126,54,14,1036.0,31698.0,06,037,117520,2013,06037117520
"Census Tract 1175.30, Los Angeles County, California",1467,1125,1111,0,0,0,49,33,24,0,0,0,0,38,22,21,0,33,97,123,311,234,97,29,1093.0,38828.0,06,037,117530,2013,06037117530
"Census Tract 1190.01, Los Angeles County, California",951,180,153,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,10,13,103,14,1697.0,61250.0,06,037,119001,2013,06037119001
