NAME,c_tenants,c_renters,c_rentcash,c_rent100,c_rent149,c_rent199,c_rent249,c_rent299,c_rent349,c_rent399,c_rent449,c_rent499,c_rent549,c_rent599,c_rent649,c_rent699,c_rent749,c_rent799,c_rent899,c_rent999,c_rent1249,c_rent1499,c_rent1999,c_rent2000,med_rent,med_hhinc,state_fips,county_fips,tract_fips,year,FIPS_11_digit
"Census Tract 1959.01, Los Angeles County, California",1127,987,987,20,0,0,0,0,0,0,0,0,0,0,0,17,37,57,45,121,92,220,309,69,1369.0,56875.0,06,037,195901,2013,06037195901
"Census Tract 1959.02, Los Angeles County, California",1004,819,819,0,0,0,0,0,0,32,0,0,65,0,0,0,0,16,10,50,181,200,182,83,1319.0,50731.0,06,037,195902,2013,06037195902
"Census Tract 1959.03, Los Angeles County, California",987,910,837,13,0,6,49,30,0,12,15,0,0,5,14,82,18,30,85,54,163,169,65,27,1008.0,41016.0,06,037,195903,2013,06037195903
"Census Tract 1972, Los Angeles County, California",1137,581,483,0,0,0,0,0,41,0,0,0,0,16,0,21,19,0,68,52,137,84,34,11,1045.0,48456.0,06,037,197200,2013,06037197200
"Census Tract 1973, Los Angeles County, California",1797,1270,1247,0,0,0,0,5,0,8,6,18,24,43,2,8,16,71,75,114,338,147,250,122,1173.0,48052.0,06,037,197300,2013,06037197300
"Census Tract 1974.10, Los Angeles County, California",1660,881,826,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,9,141,121,176,158,199,1420.0,65380.0,06,037,197410,2013,06037197410
"Census Tract 1974.20, Los Angeles County, California",1270,924,924,0,0,0,0,6,0,6,0,0,0,13,7,48,30,91,108,103,118,97,99,198,1106.0,47500.0,06,037,197420,2013,06037197420
"Census Tract 1975, Los Angeles County, California",1528,1362,1334,0,0,0,0,19,0,6,8,10,9,0,51,27,70,73,85,94,193,236,280,173,1273.0,47602.0,06,037,197500,2013,06037197500
"Census Tract 1976, Los Angeles County, California",941,776,776,0,0,0,0,0,0,5,17,4,0,6,5,0,15,56,63,81,257,148,73,46,1132.0,45129.0,06,037,197600,2013,06037197600
"Census Tract 1977, Los Angeles County, California",1703,1420,1409,0,0,21,0,10,0,26,6,31,20,21,4,75,61,20,200,161,315,212,192,34,1038.0,31699.0,06,037,197700,2013,06037197700
"Census Tract 1990, Los Angeles County, California",1526,1110,1069,0,0,0,0,0,0,19,44,0,20,20,85,30,17,77,80,77,373,85,64,78,1044.0,31384.0,06,037,199000,2013,06037199000
"Census Tract 1991.10, Los Angeles County, California",747,341,313,0,0,0,22,0,3,0,0,0,0,0,7,5,26,38,26,23,56,48,49,10,1029.0,46773.0,06,037,199110,2013,06037199110
"Census Tract 1991.20, Los Angeles County, California",1031,811,811,0,0,0,0,0,0,20,0,0,29,45,28,27,61,43,100,103,184,115,49,7,951.0,23075.0,06,037,199120,2013,06037199120
"Census Tract 1992.01, Los Angeles County, California",1159,976,961,29,0,0,0,17,0,15,42,0,0,11,51,26,73,32,132,149,221,123,32,8,935.0,35521.0,06,037,199201,2013,06037199201
"Census Tract 1992.02, Los Angeles County, California",832,447,435,0,0,0,0,0,0,0,10,0,21,13,0,3,31,7,81,54,90,56,63,6,995.0,39536.0,06,037,199202,2013,06037199202
"Census Tract 1993, Los Angeles County, California",1189,469,469,0,0,0,11,0,0,0,13,0,0,31,0,31,113,10,21,66,65,8,68,32,907.0,53414.0,06,037,199300,2013,06037199300
"Census Tract 1994, Los Angeles County, California",1313,866,846,0,0,0,19,10,0,18,9,20,41,18,10,0,27,57,100,58,175,193,78,13,1051.0,32578.0,06,037,199400,2013,06037199400
"Census Tract 1997, Los Angeles County, California",1036,852,813,0,0,0,0,0,0,9,19,0,19,0,14,22,28,63,98,111,144,135,94,57,1041.0,28702.0,06,037,199700,2013,06037199700
"Census Tract 1998, Los Angeles County, California",1538,1082,1054,0,0,0,21,19,24,0,12,0,0,66,74,33,133,46,105,104,275,45,66,31,894.0,31979.0,06,037,199800,2013,06037199800
"Census Tract 1999, Los Angeles County, California",789,648,648,0,0,0,0,19,5,5,0,34,0,53,19,9,73,36,85,86,120,47,32,25,884.0,29659.0,06,037,199900,2013,06037199900
"Census Tract 2011.10, Los Angeles County, California",748,269,259,0,0,0,6,0,0,0,0,0,0,0,0,0,22,0,50,0,90,40,15,36,1143.0,49474.0,06,037,201110,2013,06037201110
"Census Tract 2011.20, Los Angeles County, California",1292,815,815,0,0,29,0,0,0,10,0,0,0,0,25,14,13,63,35,97,187,145,197,0,1162.0,38141.0,06,037,201120,2013,06037201120
"Census Tract 2012, Los Angeles County, California",702,478,469,0,0,0,0,0,0,0,0,0,0,0,26,5,5,52,44,51,129,79,51,27,1100.0,39216.0,06,037,201200,2013,06037201200
"Census Tract 2013.01, Los Angeles County, California",997,555,545,0,26,0,8,25,0,27,9,0,23,10,34,0,0,0,59,69,42,98,81,34,975.0,43393.0,06,037,201301,2013,06037201301
"Census Tract 2013.02, Los Angeles County, California",1864,650,616,0,0,0,26,39,41,0,10,10,0,41,0,0,10,0,7,16,10,64,297,45,1557.0,60297.0,06,037,201302,2013,06037201302
"Census Tract 2014.01, Los Angeles County, California",1356,746,728,0,0,0,0,0,0,0,0,0,0,23,9,0,38,0,58,144,189,65,174,28,1122.0,46000.0,06,037,201401,2013,06037201401
"Census Tract 2014.02, Los Angeles County, California",1317,455,394,0,8,0,24,0,0,0,0,8,9,0,0,0,34,11,106,73,53,10,27,31,897.0,42875.0,06,037,201402,2013,06037201402
"Census Tract 2015.01, Los Angeles County, California",1502,812,796,0,0,0,0,7,0,18,0,6,10,10,15,0,20,7,156,99,278,88,82,0,1045.0,52250.0,06,037,201501,2013,06037201501
"Census Tract 2015.03, Los Angeles County, California",867,593,589,0,0,0,0,19,10,4,0,0,0,8,24,16,41,9,80,91,87,95,105,0,992.0,42034.0,06,037,201503,2013,06037201503
"Census Tract 2015.04, Los Angeles County, California",559,209,209,0,0,0,0,0,0,0,9,0,0,0,0,6,4,20,13,45,78,5,29,0,1024.0,48113.0,06,037,201504,2013,06037201504
"Census Tract 2016.01, Los Angeles County, California",653,245,225,0,0,0,4,0,0,0,0,0,9,10,0,4,3,21,27,32,35,36,0,44,1018.0,46925.0,06,037,201601,2013,06037201601
"Census Tract 2016.02, Los Angeles County, California",793,284,261,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,24,76,38,58,48,6,1128.0,58447.0,06,037,201602,2013,06037201602
"Census Tract 2017, Los Angeles County, California",1301,714,703,0,22,0,0,0,0,0,0,0,0,0,10,20,12,5,39,157,144,119,56,119,1150.0,53831.0,06,037,201700,2013,06037201700
"Census Tract 2031, Los Angeles County, California",1195,991,977,6,11,24,32,105,17,33,30,59,12,27,85,33,34,29,138,58,129,66,31,18,721.0,21438.0,06,037,203100,2013,06037203100
"Census Tract 2032, Los Angeles County, California",1232,965,956,0,16,0,0,0,0,10,0,19,33,0,8,24,19,30,122,130,259,178,108,0,1065.0,40053.0,06,037,203200,2013,06037203200
"Census Tract 2033, Los Angeles County, California",477,424,398,8,0,0,0,10,26,0,0,10,6,0,0,28,34,17,10,60,108,62,0,19,983.0,36313.0,06,037,203300,2013,06037203300
"Census Tract 2035, Los Angeles County, California",896,752,738,0,0,0,5,0,0,22,0,10,13,96,17,19,77,21,57,94,195,88,13,11,934.0,40071.0,06,037,203500,2013,06037203500
"Census Tract 2036, Los Angeles County, California",1315,1099,1099,0,0,0,9,0,45,0,29,0,67,97,26,102,8,43,61,153,275,113,51,20,941.0,27114.0,06,037,203600,2013,06037203600
"Census Tract 2037.10, Los Angeles County, California",824,606,566,0,0,23,0,10,0,0,0,6,0,0,25,56,19,29,58,163,64,63,50,0,935.0,33456.0,06,037,203710,2013,06037203710
"Census Tract 2037.20, Los Angeles County, California",1037,819,807,0,0,0,10,0,0,26,0,27,18,9,77,76,35,41,34,86,174,113,42,39,959.0,31016.0,06,037,203720,2013,06037203720
"Census Tract 2038, Los Angeles County, California",1049,660,640,0,0,0,10,13,0,0,0,8,11,23,27,12,22,74,46,25,248,27,54,40,1049.0,44365.0,06,037,203800,2013,06037203800
"Census Tract 2039, Los Angeles County, California",692,367,361,0,0,0,0,0,0,0,0,0,0,0,23,21,0,29,29,28,171,24,15,21,1074.0,46000.0,06,037,203900,2013,06037203900
"Census Tract 2041.10, Los Angeles County, California",792,591,587,0,0,0,11,26,38,0,0,11,0,27,22,35,16,27,41,53,77,122,69,12,975.0,37037.0,06,037,204110,2013,06037204110
"Census Tract 2041.20, Los Angeles County, California",660,480,448,0,0,8,0,0,0,0,0,0,17,14,5,12,31,23,49,63,127,76,23,0,1004.0,42885.0,06,037,204120,2013,06037204120
"Census Tract 2042, Los Angeles County, California",817,704,702,0,0,0,11,0,0,6,0,21,11,28,37,15,61,62,93,166,96,66,29,0,904.0,27106.0,06,037,204200,2013,06037204200
"Census Tract 2043, Los Angeles County, California",1279,1000,976,0,0,0,6,59,0,18,0,0,35,45,0,54,13,59,77,185,286,76,63,0,966.0,25792.0,06,037,204300,2013,06037204300
"Census Tract 2044.10, Los Angeles County, California",590,509,500,0,0,0,6,0,0,0,0,0,29,11,52,24,23,26,21,41,129,59,79,0,1033.0,24286.0,06,037,204410,2013,06037204410
"Census Tract 2044.20, Los Angeles County, California",844,767,760,10,0,9,26,10,6,12,0,29,46,21,41,108,57,23,85,37,133,61,46,0,761.0,25296.0,06,037,204420,2013,06037204420
"Census Tract 2046, Los Angeles County, California",1039,740,710,0,0,0,19,0,0,7,0,0,22,16,31,16,25,42,115,70,166,95,61,25,989.0,39435.0,06,037,204600,2013,06037204600
"Census Tract 2047, Los Angeles County, California",1122,720,714,0,0,0,8,4,0,0,5,0,13,16,18,47,51,35,52,133,122,140,64,6,981.0,32466.0,06,037,204700,2013,06037204700
"Census Tract 2048.10, Los Angeles County, California",1072,721,700,0,16,0,0,19,9,9,0,0,18,28,32,55,18,28,36,78,147,163,44,0,1007.0,35735.0,06,037,204810,2013,06037204810
"Census Tract 2048.20, Los Angeles County, California",537,231,205,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,23,18,68,33,31,18,1175.0,48092.0,06,037,204820,2013,06037204820
"Census Tract 2049.10, Los Angeles County, California",740,550,530,0,10,0,0,0,0,0,0,0,0,17,0,0,33,63,94,114,108,58,28,5,942.0,36379.0,06,037,204910,2013,06037204910
"Census Tract 2049.20, Los Angeles County, California",603,326,326,0,0,0,0,0,0,0,0,16,16,0,0,0,18,12,0,34,57,99,56,18,1275.0,42169.0,06,037,204920,2013,06037204920
"Census Tract 2051.10, Los Angeles County, California",809,809,809,0,0,0,0,4,0,0,0,0,0,6,0,33,11,57,94,56,278,186,84,0,1129.0,32774.0,06,037,205110,2013,06037205110
"Census Tract 2051.20, Los Angeles County, California",916,831,826,0,10,16,11,50,0,5,46,51,69,38,19,22,27,43,95,98,120,55,51,0,806.0,25466.0,06,037,205120,2013,06037205120
"Census Tract 2060.10, Los Angeles County, California",952,848,840,9,0,24,50,47,99,30,12,7,105,14,50,34,35,27,51,23,191,21,3,8,623.0,19792.0,06,037,206010,2013,06037206010
"Census Tract 2060.20, Los Angeles County, California",218,215,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,120,91,1931.0,86810.0,06,037,206020,2013,06037206020
"Census Tract 2060.31, Los Angeles County, California",1631,985,972,0,0,25,24,0,0,9,49,44,22,33,0,0,0,0,0,0,30,49,191,496,2001.0,67542.0,06,037,206031,2013,06037206031
"Census Tract 2060.32, Los Angeles County, California",1572,1380,1368,0,0,0,75,32,9,6,101,65,7,37,38,141,113,141,218,109,76,62,64,74,771.0,23053.0,06,037,206032,2013,06037206032
"Census Tract 2060.50, Los Angeles County, California",756,738,733,8,0,0,53,23,13,49,28,24,0,28,0,45,34,50,164,63,107,21,11,12,807.0,20333.0,06,037,206050,2013,06037206050
"Census Tract 2062, Los Angeles County, California",1578,1310,1291,79,86,20,54,125,158,42,168,86,30,58,32,37,72,0,11,54,38,0,44,97,424.0,15316.0,06,037,206200,2013,06037206200
"Census Tract 2063, Los Angeles County, California",2117,2103,2035,321,126,30,126,422,277,147,95,0,130,141,14,11,49,32,15,40,0,59,0,0,299.0,10290.0,06,037,206300,2013,06037206300
"Census Tract 2071.01, Los Angeles County, California",1267,1234,1234,0,0,0,39,0,34,16,37,35,34,0,55,0,47,30,75,105,66,55,242,364,1450.0,19797.0,06,037,207101,2013,06037207101
"Census Tract 2071.02, Los Angeles County, California",938,920,920,0,0,17,132,130,12,51,72,18,19,28,81,65,18,45,52,42,96,38,0,4,566.0,12647.0,06,037,207102,2013,06037207102
"Census Tract 2071.03, Los Angeles County, California",805,754,738,0,0,0,35,41,45,32,13,5,20,13,18,5,87,15,45,22,183,83,60,16,889.0,19125.0,06,037,207103,2013,06037207103
"Census Tract 2073.01, Los Angeles County, California",3295,2710,2690,330,0,37,70,352,51,44,145,73,0,0,111,50,69,240,53,40,91,326,436,172,753.0,21745.0,06,037,207301,2013,06037207301
"Census Tract 2073.02, Los Angeles County, California",2536,2367,2367,107,0,21,32,41,57,41,18,47,170,15,0,58,19,18,150,29,108,212,782,442,1526.0,35174.0,06,037,207302,2013,06037207302
"Census Tract 2074, Los Angeles County, California",18,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,11000.0,06,037,207400,2013,06037207400
"Census Tract 2075.01, Los Angeles County, California",1339,1058,1058,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,31,30,126,272,336,236,1564.0,59760.0,06,037,207501,2013,06037207501
"Census Tract 2075.02, Los Angeles County, California",1709,1709,1661,0,47,28,275,169,112,55,64,57,0,0,9,8,0,0,61,24,68,105,352,227,811.0,23004.0,06,037,207502,2013,06037207502
"Census Tract 2077.10, Los Angeles County, California",1727,1515,1505,44,0,0,89,141,18,6,26,8,0,18,37,14,19,53,0,0,5,47,539,441,1711.0,54858.0,06,037,207710,2013,06037207710
"Census Tract 2079, Los Angeles County, California",2141,1732,1666,0,0,0,60,10,0,0,49,0,34,0,0,0,16,76,55,137,61,83,472,613,1767.0,61382.0,06,037,207900,2013,06037207900
"Census Tract 2080, Los Angeles County, California",2289,2183,2172,0,0,0,0,0,0,0,22,0,16,36,27,8,107,140,268,354,430,105,268,391,1063.0,37721.0,06,037,208000,2013,06037208000
"Census Tract 2083.01, Los Angeles County, California",517,490,490,0,0,0,0,0,0,0,0,0,0,25,31,21,56,44,31,64,82,88,48,0,958.0,34306.0,06,037,208301,2013,06037208301
"Census Tract 2083.02, Los Angeles County, California",1587,1490,1490,0,84,0,45,68,63,0,0,11,13,15,100,88,58,206,224,32,244,164,60,15,799.0,30837.0,06,037,208302,2013,06037208302
"Census Tract 2084.01, Los Angeles County, California",1461,1425,1425,0,0,15,93,27,17,45,38,17,23,47,15,93,32,109,213,127,308,164,42,0,866.0,26034.0,06,037,208401,2013,06037208401
"Census Tract 2084.02, Los Angeles County, California",859,748,748,0,0,0,0,0,8,0,0,11,6,9,23,44,15,21,113,68,284,101,16,29,1049.0,40417.0,06,037,208402,2013,06037208402
"Census Tract 2085.01, Los Angeles County, California",829,749,749,0,0,0,0,3,0,0,3,0,0,2,10,70,52,47,12,91,133,217,89,20,1159.0,39886.0,06,037,208501,2013,06037208501
"Census Tract 2085.02, Los Angeles County, California",1227,1173,1173,29,0,0,0,67,0,34,0,34,20,60,0,40,65,181,42,223,350,23,5,0,907.0,25034.0,06,037,208502,2013,06037208502
"Census Tract 2086.10, Los Angeles County, California",1318,1056,1039,0,0,0,0,43,36,14,21,6,6,14,0,31,62,41,76,151,236,254,48,0,1020.0,39255.0,06,037,208610,2013,06037208610
"Census Tract 2086.20, Los Angeles County, California",1721,1558,1550,0,21,0,0,0,0,7,0,43,18,0,16,83,49,96,256,201,332,284,136,8,993.0,34819.0,06,037,208620,2013,06037208620
"Census Tract 2087.10, Los Angeles County, California",1781,1586,1562,12,0,0,9,0,0,0,0,8,18,0,10,0,18,69,157,200,522,236,303,0,1134.0,39604.0,06,037,208710,2013,06037208710
"Census Tract 2087.20, Los Angeles County, California",1510,1499,1499,0,0,0,0,0,9,0,0,25,54,66,88,138,145,257,249,81,223,93,58,13,794.0,23939.0,06,037,208720,2013,06037208720
"Census Tract 2088.01, Los Angeles County, California",1227,1227,1221,0,0,0,32,171,0,18,88,3,19,17,14,36,85,59,130,126,280,105,38,0,853.0,21697.0,06,037,208801,2013,06037208801
"Census Tract 2088.02, Los Angeles County, California",1323,1287,1223,0,0,0,31,9,38,19,42,46,0,52,77,80,131,78,123,109,156,190,34,8,807.0,30495.0,06,037,208802,2013,06037208802
"Census Tract 2089.02, Los Angeles County, California",557,557,557,0,0,0,0,23,0,9,27,39,21,23,5,13,23,41,153,47,104,29,0,0,836.0,32422.0,06,037,208902,2013,06037208902
"Census Tract 2089.03, Los Angeles County, California",1145,1134,1130,16,0,0,21,45,3,24,32,31,48,18,76,82,106,124,110,86,224,0,84,0,775.0,26660.0,06,037,208903,2013,06037208903
"Census Tract 2089.04, Los Angeles County, California",1218,1208,1189,45,29,0,41,125,40,0,0,24,39,105,61,73,59,54,146,56,147,83,51,11,711.0,16737.0,06,037,208904,2013,06037208904
"Census Tract 2091.02, Los Angeles County, California",1816,1706,1706,10,34,7,31,37,0,23,32,69,19,46,62,158,136,220,312,174,198,73,40,25,793.0,18004.0,06,037,209102,2013,06037209102
"Census Tract 2091.03, Los Angeles County, California",985,985,985,0,0,0,0,24,0,9,20,7,37,54,26,116,74,146,154,112,187,0,9,10,793.0,19136.0,06,037,209103,2013,06037209103
"Census Tract 2091.04, Los Angeles County, California",852,852,846,20,0,0,5,5,66,41,28,52,33,68,25,47,69,45,98,100,114,30,0,0,724.0,17606.0,06,037,209104,2013,06037209104
"Census Tract 2092, Los Angeles County, California",1233,1143,1143,0,11,0,42,61,0,16,39,0,53,63,59,28,64,23,38,41,55,43,216,291,1152.0,32533.0,06,037,209200,2013,06037209200
"Census Tract 2093, Los Angeles County, California",1898,1873,1860,0,18,0,7,11,28,54,66,82,101,104,63,128,149,80,113,171,191,47,370,77,835.0,23457.0,06,037,209300,2013,06037209300
"Census Tract 2094.01, Los Angeles County, California",1324,1312,1296,0,18,16,7,27,8,29,29,18,53,134,45,110,97,132,87,148,155,136,47,0,772.0,26193.0,06,037,209401,2013,06037209401
"Census Tract 2094.02, Los Angeles County, California",1146,1128,1107,0,0,0,9,13,14,0,0,31,43,61,64,86,77,109,257,120,172,51,0,0,818.0,29012.0,06,037,209402,2013,06037209402
"Census Tract 2094.03, Los Angeles County, California",1293,1293,1284,19,0,11,61,19,67,29,60,41,78,18,84,152,75,60,122,146,130,58,31,23,702.0,16296.0,06,037,209403,2013,06037209403
"Census Tract 2095.10, Los Angeles County, California",934,910,880,0,0,0,0,21,0,9,16,43,38,48,57,42,53,70,184,87,119,76,17,0,823.0,30172.0,06,037,209510,2013,06037209510
"Census Tract 2095.20, Los Angeles County, California",869,796,776,0,0,0,0,0,3,0,30,9,16,57,46,89,73,95,92,103,138,6,16,3,784.0,24492.0,06,037,209520,2013,06037209520
"Census Tract 2098.10, Los Angeles County, California",675,665,665,0,0,5,0,0,8,0,27,13,29,41,33,106,52,43,117,28,109,10,44,0,772.0,26425.0,06,037,209810,2013,06037209810
"Census Tract 2098.20, Los Angeles County, California",760,657,643,0,0,0,8,13,0,0,42,29,27,18,44,21,74,72,103,36,60,47,30,19,782.0,26051.0,06,037,209820,2013,06037209820
"Census Tract 2100.10, Los Angeles County, California",1212,1087,1071,0,19,0,66,207,43,8,7,0,15,32,33,84,58,92,151,56,31,79,90,0,719.0,21316.0,06,037,210010,2013,06037210010
"Census Tract 2110, Los Angeles County, California",1662,449,449,0,0,0,0,0,27,0,0,0,0,21,10,0,0,22,19,16,43,40,77,174,1672.0,122672.0,06,037,211000,2013,06037211000
"Census Tract 2111.20, Los Angeles County, California",2550,2383,2341,0,0,0,0,51,0,0,0,0,0,28,28,91,50,46,234,165,396,439,730,83,1296.0,45096.0,06,037,211120,2013,06037211120
"Census Tract 2111.21, Los Angeles County, California",907,853,853,5,0,0,28,26,0,5,0,0,9,10,0,5,4,15,142,49,172,174,209,0,1187.0,39896.0,06,037,211121,2013,06037211121
"Census Tract 2111.22, Los Angeles County, California",1189,1176,1145,0,0,0,0,0,0,0,19,12,9,0,6,0,142,63,110,163,332,171,105,13,1037.0,31536.0,06,037,211122,2013,06037211122
"Census Tract 2112.01, Los Angeles County, California",906,869,869,0,0,0,0,0,0,0,8,6,0,0,33,8,55,83,122,70,290,146,31,17,1043.0,32705.0,06,037,211201,2013,06037211201
"Census Tract 2112.02, Los Angeles County, California",922,909,909,0,0,0,8,0,21,0,0,0,43,14,77,40,37,98,110,134,211,38,43,35,905.0,28955.0,06,037,211202,2013,06037211202
"Census Tract 2113.10, Los Angeles County, California",1313,1260,1260,0,0,0,0,0,0,0,0,12,15,24,31,78,51,117,196,173,214,194,128,27,961.0,29344.0,06,037,211310,2013,06037211310
"Census Tract 2113.20, Los Angeles County, California",1198,1186,1158,0,0,0,0,27,0,0,6,0,5,44,31,74,155,151,111,81,297,121,52,3,877.0,28995.0,06,037,211320,2013,06037211320
"Census Tract 2114.10, Los Angeles County, California",1141,1031,1022,7,0,0,0,0,0,9,8,0,29,25,44,19,37,91,105,224,260,66,20,78,961.0,32799.0,06,037,211410,2013,06037211410
"Census Tract 2114.20, Los Angeles County, California",1277,1007,1007,0,0,0,0,0,0,0,0,22,0,27,26,126,95,77,158,43,208,84,91,50,883.0,31976.0,06,037,211420,2013,06037211420
"Census Tract 2115, Los Angeles County, California",1841,1190,1148,0,0,0,0,0,0,0,0,0,0,0,29,0,58,55,118,205,365,167,110,41,1075.0,47216.0,06,037,211500,2013,06037211500
"Census Tract 2117.01, Los Angeles County, California",1129,742,733,0,0,0,11,41,0,0,18,10,33,0,0,11,9,0,51,10,101,110,199,129,1413.0,61250.0,06,037,211701,2013,06037211701
"Census Tract 2117.03, Los Angeles County, California",1998,1769,1729,0,0,0,0,0,16,14,0,0,0,14,46,33,74,58,124,261,589,240,233,27,1095.0,34907.0,06,037,211703,2013,06037211703
"Census Tract 2117.04, Los Angeles County, California",1580,1501,1426,0,0,0,53,45,18,0,9,11,15,34,0,34,21,7,45,329,324,220,167,94,1071.0,36068.0,06,037,211704,2013,06037211704
"Census Tract 2118.02, Los Angeles County, California",2164,2028,1928,0,0,0,0,0,0,0,0,15,14,0,0,27,104,190,283,262,651,156,77,149,1026.0,35516.0,06,037,211802,2013,06037211802
"Census Tract 2118.03, Los Angeles County, California",1634,1595,1590,0,0,0,0,21,0,0,0,0,0,0,0,58,27,0,99,169,613,281,322,0,1172.0,37719.0,06,037,211803,2013,06037211803
"Census Tract 2118.04, Los Angeles County, California",1320,1285,1236,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,93,207,392,249,208,30,1166.0,36828.0,06,037,211804,2013,06037211804
"Census Tract 2119.10, Los Angeles County, California",1709,1659,1651,0,0,0,0,10,0,7,0,0,0,27,55,29,75,87,162,200,763,155,75,6,1057.0,39363.0,06,037,211910,2013,06037211910
"Census Tract 2119.21, Los Angeles County, California",995,989,949,0,0,0,0,0,0,0,8,0,0,19,18,11,19,29,149,109,435,107,45,0,1065.0,35139.0,06,037,211921,2013,06037211921
"Census Tract 2119.22, Los Angeles County, California",1346,1313,1290,0,0,0,0,0,0,0,6,4,7,25,49,39,7,78,166,156,403,216,134,0,1067.0,38699.0,06,037,211922,2013,06037211922
"Census Tract 2121.01, Los Angeles County, California",1184,1040,999,0,0,0,0,25,0,0,0,17,35,35,0,23,0,77,74,90,112,266,185,60,1261.0,37548.0,06,037,212101,2013,06037212101
"Census Tract 2121.02, Los Angeles County, California",1287,1260,1234,0,0,0,20,72,6,0,131,0,9,75,29,38,25,132,86,176,323,52,60,0,893.0,20471.0,06,037,212102,2013,06037212102
"Census Tract 2122.02, Los Angeles County, California",1147,1079,1059,0,0,0,0,27,0,0,0,32,18,86,89,101,69,112,85,97,181,107,55,0,798.0,28414.0,06,037,212202,2013,06037212202
"Census Tract 2122.03, Los Angeles County, California",1076,1068,1068,0,0,0,21,70,14,0,43,23,12,54,53,33,136,163,101,130,174,33,0,8,773.0,28043.0,06,037,212203,2013,06037212203
"Census Tract 2122.04, Los Angeles County, California",1204,1169,1169,18,0,0,0,0,19,0,8,15,0,76,70,216,134,35,171,130,179,58,40,0,791.0,30444.0,06,037,212204,2013,06037212204
"Census Tract 2123.03, Los Angeles County, California",1174,1174,1134,0,0,0,0,15,0,11,13,29,27,69,37,120,96,120,166,109,165,33,76,48,818.0,29643.0,06,037,212303,2013,06037212303
"Census Tract 2123.04, Los Angeles County, California",804,804,790,0,0,0,4,6,0,21,16,4,0,3,20,32,134,76,210,79,86,48,46,5,838.0,28824.0,06,037,212304,2013,06037212304
"Census Tract 2123.05, Los Angeles County, California",1019,1002,959,0,0,0,15,38,21,0,0,0,59,11,39,71,123,110,103,121,153,52,38,5,797.0,32072.0,06,037,212305,2013,06037212305
"Census Tract 2123.06, Los Angeles County, California",1160,1131,1114,0,0,0,0,0,0,0,31,0,0,31,36,16,63,75,58,107,295,301,93,8,1119.0,29919.0,06,037,212306,2013,06037212306
"Census Tract 2124.10, Los Angeles County, California",1593,1514,1471,0,0,0,0,27,0,0,0,27,60,0,15,53,36,42,86,148,334,263,346,34,1181.0,34654.0,06,037,212410,2013,06037212410
"Census Tract 2124.20, Los Angeles County, California",1247,1190,1109,0,0,0,0,36,0,53,0,7,19,12,10,44,31,47,96,140,452,117,45,0,1033.0,26716.0,06,037,212420,2013,06037212420
"Census Tract 2125.01, Los Angeles County, California",949,934,934,0,0,6,23,6,0,0,13,6,0,11,51,11,32,69,180,78,218,132,24,74,976.0,34298.0,06,037,212501,2013,06037212501
"Census Tract 2125.02, Los Angeles County, California",1230,1153,1071,0,0,0,0,0,0,0,15,0,0,0,5,22,82,46,142,71,265,119,214,90,1144.0,42500.0,06,037,212502,2013,06037212502
"Census Tract 2126.10, Los Angeles County, California",1820,1508,1508,0,0,0,28,35,0,0,0,21,0,12,18,31,47,0,226,227,484,160,163,56,1056.0,32500.0,06,037,212610,2013,06037212610
"Census Tract 2126.20, Los Angeles County, California",1743,1621,1578,0,0,0,0,0,0,0,0,0,49,20,7,22,126,88,136,219,491,377,43,0,1062.0,35140.0,06,037,212620,2013,06037212620
"Census Tract 2127.01, Los Angeles County, California",763,459,459,0,0,0,0,0,0,8,0,0,0,0,23,0,13,4,36,70,141,11,118,35,1134.0,50243.0,06,037,212701,2013,06037212701
"Census Tract 2127.02, Los Angeles County, California",1492,752,679,0,0,0,0,0,22,0,0,0,0,0,0,12,0,0,66,31,142,80,177,149,1458.0,70833.0,06,037,212702,2013,06037212702
"Census Tract 2128, Los Angeles County, California",1335,840,807,0,0,0,0,11,11,0,9,0,0,7,31,0,20,43,84,81,162,51,226,71,1164.0,43977.0,06,037,212800,2013,06037212800
"Census Tract 2129, Los Angeles County, California",1491,1381,1381,0,0,0,7,52,0,0,31,6,0,48,70,147,81,124,148,165,230,101,171,0,884.0,27014.0,06,037,212900,2013,06037212900
"Census Tract 2131, Los Angeles County, California",958,663,658,0,0,0,7,0,0,0,10,5,0,6,0,31,91,12,118,44,147,77,65,45,1009.0,37757.0,06,037,213100,2013,06037213100
"Census Tract 2132.01, Los Angeles County, California",1475,1341,1330,13,0,19,17,27,18,8,15,0,61,16,31,45,54,95,148,171,260,155,125,52,957.0,30853.0,06,037,213201,2013,06037213201
"Census Tract 2132.02, Los Angeles County, California",1296,1176,1137,0,0,7,34,49,25,15,0,0,24,19,14,34,58,59,123,99,296,110,130,41,1007.0,30051.0,06,037,213202,2013,06037213202
