APN_old,APN,address,project_name,jurisdiction_id,unit,tenure,vli_dr_entitle,vli_ndr_entitle,li_dr_entitle,li_ndr_entitle,mi_dr_entitle,mi_ndr_entitle,ami_entitle,date_entitle,units_entitle,vli_dr_permit,vli_ndr_permit,li_dr_permit,li_ndr_permit,mi_dr_permit,mi_ndr_permit,ami_permit,date_permit,units_permit,vli_dr_occcert,vli_ndr_occcert,li_dr_occcert,li_ndr_occcert,mi_dr_occcert,mi_ndr_occcert,ami_occcert,date_occcert,units_occcert,ELI_units,SB35,infill,asst_prog,dr_type,lcl_determ,dr_afford_term,demoed_units,demoed_type,demoed_tenure,notes
,014 119800203,5535 M L KING JR WY,,RB1803234,MH,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-15 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,"Construct new (factory/manufactured) 1,280sf 3 bedroom/2.5 bathroom SFD located behind 807 56th St"
,020 019901401,2020 FOOTHILL BLVD,,RB1803247,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-25 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,022 032300300,2341 17TH AVE,,RB1803249,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-29 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,038 319902000,2569 63RD AVE,,RB1803280,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-24 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,005 046500300,1071 32ND ST,,RB1803423,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-04 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,011 089800612,921 UNDERHILLS RD,,RB1803432,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-08-06 00:00:00,3,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,015 128205300,833 ARLINGTON AVE,,RB1803441,ADU,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-30 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,006 001305100,1020 WILLOW ST,,RB1803443,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-10 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,009 068904001,550 27TH ST,,PLN17225,5+,R,0,0,0,0,0,0,40,2018-03-22 00:00:00,40,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,003 006100603,0 19TH ST,,PLN18082,5+,R,0,0,0,0,0,0,88,2018-08-07 00:00:00,88,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,,101 E 12th ST,,PLN14266,5+,R,0,0,0,0,0,0,298,2018-09-25 00:00:00,298,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,008 064800100,2100 TELEGRAPH AVE,,PLN16440-PUDF01,5+,R,0,0,0,0,0,0,395,2018-07-31 00:00:00,395,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,006 003502400,868 MCELROY ST,,RB1705061,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-02 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,007 055300500,1415 PERALTA ST,,RB1702945,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-16 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048D730405800,6388 SHEPHERD CANYON RD,,RB1605948,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-03 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,012 093201000,581 EL DORADO AVE,,RB1705294,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-20 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,012 093201000,579 EL DORADO AVE,,RB1705297,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-20 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,012 093201000,577 EL DORADO AVE,,RB1705299,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-20 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,014 122204100,555 56TH ST,,RB1700463,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-29 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048D730306700,6298 WESTOVER DR,,RB1606257,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-04 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048E732206700,1860 ARROWHEAD DR,,RB1704076,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-12 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,013 112900500,4517 HOWE ST,,RB1801797,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-16 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,013 112900500,4519 HOWE ST,,RB1801798,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-16 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,013 112900500,4523 HOWE ST,,RB1801799,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-16 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,012 095803400,869 W MACARTHUR BLVD,,RB1803010,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-27 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,006 002103300,1731 CHASE ST,,RB1803438,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-20 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,048H756205312,5945 GLENARMS DR,,RB1802200,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-03 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,009 071901200,848 32ND ST,,RB1803099,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-11-15 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,015 129300301,5751 ADELINE ST,,B1803199,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-12-10 00:00:00,1,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,040A342003900,7894 NEY AVE,,B1802031,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,2018-08-06 00:00:00,6,0,0,0,0,0,0,0,,0,,N,Y,,,,,,,,
,025 067300800,401 Derby Avenue,,18-0001,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-02 00:00:00,1,,N,Y,,,,,,,,
,047 558900113,10770 Macarthur Blvd,,18-0010,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-02 00:00:00,1,,N,Y,,,,,,,,
,014 120001200,832 53rd Street ,,18-0020,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-21 00:00:00,1,,N,Y,,,,,,,,
,005 043701404,2506 Magnolia Street,,18-0021,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,11,2018-03-26 00:00:00,11,,N,Y,,,,,,,,Legalization of 11 live work units with existing commercial. B1304838
,003 006101101,1801 Jefferson Street,,18-0014,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,80,2018-05-21 00:00:00,80,,N,Y,,,,,,,,New construction for an 80 unit apartment complex per PLN14005-R01. B1401475
,014 124100901,5238 Coronado Avenue,,18-0002,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,127,2018-04-12 00:00:00,127,,N,Y,,,,,,,,New mixed use building 127 assisted-living residential units. B1400735. DR13320.
,013 113603800,4901 BROADWAY,,B1502747,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,126,2018-12-10 00:00:00,126,,N,Y,,,,,,,,
,046 542300101,9400 INTERNATIONAL BLVD,,B1503686,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,59,2018-02-16 00:00:00,59,,N,Y,,,,,,,,
,001 020101500,459 8TH ST,,B1503088,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,50,2018-04-30 00:00:00,50,,N,Y,,,,,,,,
,025 066801701 ,3030 CHAPMAN ST,,B1505470,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,41,2018-05-30 00:00:00,41,,N,Y,,,,,,,,
,003 007102400 ,632 14TH ST,,B1600349,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,26,0,13,0,0,1,0,2018-06-29 00:00:00,40,12.0,N,Y,"IIG, AHP, Other",,Exempt manager's unit affordable to moderate-income household because (1) exempt unit will be free to staff; (2) salary range for onsite staff well within moderate-income range.,55.0,,,,"40 unit affordable housing project approved under DV06285.
Other Assistance Program: Alameda County Boomerang funds, City of Oakland funds."
,013 112800501,4435 PIEDMONT AVE,,B1503375,5+,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,25,2018-10-01 00:00:00,25,,N,Y,,,,,,,,
,001 014700800,410 Webster ST,,B1604085,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,7,2018-11-27 00:00:00,7,,N,Y,,,,,,,,
,037A316614000,"6701 SKYVIEW DR, #Bldg. 10",,B1602882,5+,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6,2018-12-04 00:00:00,6,,N,Y,,,,,,,,
,008 064701500,606 21ST ST,,RB1604310,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,2018-07-18 00:00:00,4,,N,Y,,,,,,,,
,010 081002603,449 OAKLAND AVE,,B1502803,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-12-17 00:00:00,3,,N,Y,,,,,,,,
,029A132701500,4201 Oakmore RD,,B1603232,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,2018-08-03 00:00:00,3,,N,Y,,,,,,,,
,001 021702100,705 M L KING JR WY,,RB1603932,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-08-29 00:00:00,2,,N,Y,,,,,,,,
,004 008502700,1130 CHESTER ST,,RB1604662,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-01-16 00:00:00,2,,N,Y,,,,,,,,
,007 059401701,1410 32ND ST,,RB1500675,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-01-26 00:00:00,2,,N,Y,,,,,,,,
,007 060902400,3430 HELEN ST,,RB1702854,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-02-27 00:00:00,2,,N,Y,,,,,,,,
,012 095001000,1032 36TH ST,,RB1700750,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-08-10 00:00:00,2,,N,Y,,,,,,,,
,012 095001000,1032 36TH ST,,RB1700750,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-08-10 00:00:00,2,,N,Y,,,,,,,,
,016 146600400,"1162 63RD ST, #A & B",,RB1500147,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-07-30 00:00:00,2,,N,Y,,,,,,,,
,022 030201200,"2236 10TH AVE, BLDG 2240&2242",,RB1701633,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-08-17 00:00:00,2,,N,Y,,,,,,,,
,020 020404600,2500 FOOTHILL BLVD,,RB1600687,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-08-21 00:00:00,2,,N,Y,,,,,,,,
,020 020300300,2361 E. 17TH ST,,RB1604576,2 to 4,R,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,2018-02-26 00:00:00,2,,N,Y,,,,,,,,
,003 002703700,2102 CURTIS ST,,RB1605811,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-02-09 00:00:00,1,,N,Y,,,,,,,,
,006 002101300,"875 WILLOW ST, #Front",,RB1701304,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-01 00:00:00,1,,N,Y,,,,,,,,
,006 002101300,877 WILLOW ST,,RB1701305,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-01 00:00:00,1,,N,Y,,,,,,,,
,006 003102100,1775 11TH ST,,RB1602834,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-18 00:00:00,1,,N,Y,,,,,,,,
,006 003102100,1777 11TH ST,,RB1602837,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-30 00:00:00,1,,N,Y,,,,,,,,
,006 003502400,868 MCELROY ST,,RB1705061,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-11-16 00:00:00,1,,N,Y,,,,,,,,
,007 055300500,1415 PERALTA ST,,RB1702945,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-11-15 00:00:00,1,,N,Y,,,,,,,,
,007 060902400,3428 HELEN ST,,RB1702848,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-02 00:00:00,1,,N,Y,,,,,,,,
,013 109200600,668 43rd ST,,RB1604168,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-28 00:00:00,1,,N,Y,,,,,,,,
,013 112902101,4482 MONTGOMERY ST,,RB1604188,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-12-20 00:00:00,1,,N,Y,,,,,,,,
,013 112902101,4486 MONTGOMERY ST,,RB1604191,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-12-20 00:00:00,1,,N,Y,,,,,,,,
,013 112902101,4490 MONTGOMERY ST,,RB1604193,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-12-20 00:00:00,1,,N,Y,,,,,,,,
,013 113602100,4964 DESMOND ST,,RB1502741,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-24 00:00:00,1,,N,Y,,,,,,,,
,013 113602100,4966 DESMOND ST,,RB1502742,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-24 00:00:00,1,,N,Y,,,,,,,,
,013 113602201,4970 DESMOND ST,,RB1502744,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-24 00:00:00,1,,N,Y,,,,,,,,
,013 113602201,4974 DESMOND ST,,RB1502745,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-24 00:00:00,1,,N,Y,,,,,,,,
,015 128700900,5500 LOWELL ST,,B1700095,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-13 00:00:00,1,,N,Y,,,,,,,,
,015 128700900,5510 Lowell ST,,B1700096,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-13 00:00:00,1,,N,Y,,,,,,,,
,015 128700900,5520 Lowell ST,,B1700097,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-13 00:00:00,1,,N,Y,,,,,,,,
,015 128700900,5530 Lowell ST,,B1700100,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-13 00:00:00,1,,N,Y,,,,,,,,
,015 128700900,5550 Lowell ST,,B1700109,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-09 00:00:00,1,,N,Y,,,,,,,,
,015 128700900,5560 Lowell ST,,B1700112,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-09 00:00:00,1,,N,Y,,,,,,,,
,015 128700900,5570 Lowell ST,,B1700113,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-09 00:00:00,1,,N,Y,,,,,,,,
,015 128700900,5540 Lowell ST,,B1700114,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-13 00:00:00,1,,N,Y,,,,,,,,
,015 130602201,1077 57TH ST,,RB1603385,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-22 00:00:00,1,,N,Y,,,,,,,,
,015 137801900,"592 63RD ST, #B",,RB1702058,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-19 00:00:00,1,,N,Y,,,,,,,,
,016 142404700,6432 RAYMOND ST,,RB1605890,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-08-16 00:00:00,1,,N,Y,,,,,,,,
,016 145401501,1090 66TH ST,,RB1701756,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-11-28 00:00:00,1,,N,Y,,,,,,,,
,021 029101400,2206 E 21ST ST,,RB1604906,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-09-20 00:00:00,1,,N,Y,,,,,,,,
,025 072100501,2931 E 16TH ST,,RB1604007,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-30 00:00:00,1,,N,Y,,,,,,,,
,025 072100501,2935 E 16TH ST,,RB1604008,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-18 00:00:00,1,,N,Y,,,,,,,,
,027 089302200,2558 HUMBOLDT AVE,,RB1701921,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-03 00:00:00,1,,N,Y,,,,,,,,
,040A344300203,3922 COLUMBIAN DR,,RB1502314,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-24 00:00:00,1,,N,Y,,,,,,,,
,048A720000600,5750 GOLDEN GATE AVE,,RB1600584,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-30 00:00:00,1,,N,Y,,,,,,,,
,048E732501100,6849 SHEPHERD CANYON RD,,RB1502978,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-29 00:00:00,1,,N,Y,,,,,,,,
,048E734803604,3 WEST CIR,,RB1603986,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-29 00:00:00,1,,N,Y,,,,,,,,
,048E734808000,7070 Paso Robles DR,,RB1502246,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-03 00:00:00,1,,N,Y,,,,,,,,
,048F736704300,1900 MAGELLAN DR,,RB1602650,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-11 00:00:00,1,,N,Y,,,,,,,,
,048F736901100,5833 MENDOZA DR,,RB1603281,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-30 00:00:00,1,,N,Y,,,,,,,,
,048G744503700,10 JEWEL CT,,RB1701132,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-04-03 00:00:00,1,,N,Y,,,,,,,,
,048H760606000,520 GRAVATT DR,,RB1602526,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-07-30 00:00:00,1,,N,Y,,,,,,,,
,048H766102500,114 EVERGREEN LN,,RB1700934,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-30 00:00:00,1,,N,Y,,,,,,,,
,016 150700802,1160 66TH ST,,B1504693,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802 ,1162 66TH ST,,B1504742,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802 ,1188 66TH ST,,B1504745,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,034 228200900,809 52ND AVE,,B1704442,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-19 00:00:00,1,,N,Y,,,,,,,,
,013 115101400,486 48TH ST,,RB1200757,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-24 00:00:00,1,,N,Y,,,,,,,,
,048G744800300 ,7085 SKYLINE BLVD,,RB1400595,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-12-24 00:00:00,1,,N,Y,,,,,,,,
,048H761700602,7026 DEVON WY,,RB1400793,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-10-01 00:00:00,1,,N,Y,,,,,,,,
,048C718002903,5612 LA SALLE AVE,,RB1401837,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-06-07 00:00:00,1,,N,Y,,,,,,,,
,048A710401600 ,6209 BUENA VISTA AVE,,RB1503747,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-05-29 00:00:00,1,,N,Y,,,,,,,,
,048G745002500 ,6643 Skyline BLVD,,RB1503842,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-02-27 00:00:00,1,,N,Y,,,,,,,,
,048G744901500 ,109 DIABLO DR,,RB1503901,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-22 00:00:00,1,,N,Y,,,,,,,,
,016 150700802 ,1164 66TH ST,,RB1504746,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802,1168 66TH ST,,RB1504747,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802 ,1172 66TH ST,,RB1504750,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802 ,1176 66TH ST,,RB1504751,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802 ,1180 66TH ST,,RB1504752,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802,1184 66TH ST,,RB1504754,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802,1166 66TH ST,,RB1504755,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802,1170 66TH ST,,RB1504756,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802,1174 66TH ST,,RB1504759,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802,1178 66TH ST,,RB1504760,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802,1182 66TH ST,,RB1504761,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,016 150700802,1186 66TH ST,,RB1504762,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-01-18 00:00:00,1,,N,Y,,,,,,,,
,037A314200100,12701 SKYLINE BLVD,,RB1505487,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-02-01 00:00:00,1,,N,Y,,,,,,,,
,048A721001002 ,5822 BUENA VISTA AVE,,RB1600476,SFD,O,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,2018-03-20 00:00:00,1,,N,Y,,,,,,,,
